review,token
Pelayanannya bagus dan pelayannya ramah terutama atas nama aztuti,"['layan', 'bagus', 'layan', 'ramah', 'utama', 'atas', 'nama', 'aztuti']"
"Hospitality paling bintang 5, Makanan banyak sekali variasinya dan rasanya konsisten enak topp!! Paling berkesan Pelayanannya besttt sangat perhatian🙏🏻 …","['hospitality', 'paling', 'bintang', 'makan', 'banyak', 'sekali', 'variasi', 'rasa', 'konsisten', 'enak', 'topp', 'paling', 'kesan', 'layan', 'besttt', 'sangat', 'perhati']"
"Lokasi strategis, makanannya enak, ruangan kamar bagus. Tetapi entah kenapa kmrn sy nginap dapat kamar mandinya agak trouble drainasenya. Tapi overall is good","['lokasi', 'strategis', 'makan', 'enak', 'ruang', 'kamar', 'bagus', 'entah', 'kmrn', 'saya', 'nginap', 'kamar', 'mandi', 'trouble', 'drainase', 'overall', 'is', 'good']"
"Staffnya ramah ramah sekali
Sarapannya enakkkkkkk bgt
Kamar bersih dan lengkap …","['staffnya', 'ramah', 'ramah', 'sekali', 'sarap', 'enakkkkkkk', 'sangat', 'kamar', 'bersih', 'lengkap']"
"Hotel yang cocok buat staycation, kamarnya luas bersih. Breakfastnya juga enakk pelayanannya top👍🏻👍🏻👍🏻 …","['hotel', 'cocok', 'buat', 'staycation', 'kamar', 'luas', 'bersih', 'breakfastnya', 'enakk', 'layan', 'top']"
"sangat menyenangkan sekalii, nyaman dan pelayanan baguss. menu makanan enak enak pegawainya ramahh ramahh dan nyaman. bakkal seneng banget kalo bisa balek lagi ke sini","['sangat', 'senang', 'sekali', 'nyaman', 'layan', 'baguss', 'menu', 'makan', 'enak', 'enak', 'pegawai', 'ramahh', 'ramahh', 'nyaman', 'bakkal', 'neng', 'banget', 'kalo', 'balek', 'ke', 'sini']"
"Gudeg jogya mantap
Sangat lezaatttt","['gudeg', 'jogya', 'mantap', 'sangat', 'lezaatttt']"
"Tempat nyaman terjaga kebersihannya, pelayanan bagus dan ramah, area parkir luas, fasilitas memadai.","['tempat', 'nyaman', 'jaga', 'bersih', 'layan', 'bagus', 'ramah', 'area', 'parkir', 'luas', 'fasilitas', 'pada']"
"untuk makanan sangat lengkap, kamar tidur yang nyaman dan staf sangat ramah, dari awal saya datang di sambut dengan kak thania dan di carikan tempat duduk pelayanan sangat baik","['makan', 'sangat', 'lengkap', 'kamar', 'tidur', 'nyaman', 'staf', 'sangat', 'ramah', 'awal', 'datang', 'sambut', 'kak', 'thania', 'di', 'cari', 'tempat', 'duduk', 'layan', 'sangat', 'baik']"
Makanan variasi nya banyak. Rasanya enak. Pelayanan ramah dan sangat membantu. Pokoknya the best hotel di yogyakarta.👍👍👍 …,"['makan', 'variasi', 'banyak', 'rasa', 'enak', 'layan', 'ramah', 'sangat', 'bantu', 'pokok', 'the', 'best', 'hotel', 'yogyakarta']"
"Menu Sarapan nya banyak banget dan enak enak sekali, staffnya ramah ramah terutama mba fifin🥰 kamarnya okee kolamnya bagus pokoknya the best …","['menu', 'sarap', 'banyak', 'banget', 'enak', 'enak', 'sekali', 'staffnya', 'ramah', 'ramah', 'utama', 'mba', 'fifin', 'kamar', 'okee', 'kolam', 'bagus', 'pokok', 'the', 'best']"
"Pelayanan sangat baik di resto maupun front office.
Tempat sangat strategis jika ingin dekat bandara Adisucipto.
Makanan di resto sangat bervariasi, dari western hingga tradisional","['layan', 'sangat', 'baik', 'resto', 'maupun', 'front', 'office', 'tempat', 'sangat', 'strategis', 'ingin', 'dekat', 'bandara', 'adisucipto', 'makan', 'resto', 'sangat', 'variasi', 'western', 'hingga', 'tradisional']"
"Kamarnya keren, nyaman, bersih
Layanannya luar biasa dr front office, restaurant sampai layanan kamar sangat memuaskan …","['kamar', 'keren', 'nyaman', 'bersih', 'layan', 'luar', 'biasa', 'dr', 'front', 'office', 'restaurant', 'layan', 'kamar', 'sangat', 'muas']"
"Hotelnya sangat nyaman, rapi dan bersih. Seluruh pegawai nya juga ramah2, saat datang disambut dengan sangat baik.","['hotel', 'sangat', 'nyaman', 'rapi', 'bersih', 'seluruh', 'pegawai', 'ramah', 'datang', 'sambut', 'sangat', 'baik']"
"Pengalaman kedua menginap di hotel ini masih memuaskan dengan pelayanan yang sangat ramah dan profesional, membuat kami langsung merasa nyaman. …","['alam', 'dua', 'inap', 'hotel', 'masih', 'muas', 'layan', 'sangat', 'ramah', 'profesional', 'buat', 'langsung', 'rasa', 'nyaman']"
mantapp 👍🏻 makanan enak lokasi strategis pelayanan oke 😬 …,"['mantapp', 'makan', 'enak', 'lokasi', 'strategis', 'layan', 'oke']"
Lokasi hotel di Jl Raya Adi Sucipto tidak jauh dari airport lama. Dekat dengan area Gejayan yang ramai dengan tempat kuliner. …,"['lokasi', 'hotel', 'jl', 'raya', 'adi', 'sucipto', 'jauh', 'airport', 'lama', 'dekat', 'area', 'gejayan', 'ramai', 'tempat', 'kuliner']"
"Pelayan nya tidak ramah pdhl yg berbatik bukan trainee, air keran nya bocor terus kamar mandi menggenang, air panas nya tidak panas di jam2 tertentu, tp masa iya mandi harus jam 10mlm biar dpt air panas yg pas. Terlalu banyak peraturan, breakfast digabung hotel lain yg lbh murah rate nya.","['layan', 'ramah', 'pdhl', 'yang', 'batik', 'bukan', 'trainee', 'air', 'keran', 'bocor', 'terus', 'kamar', 'mandi', 'genang', 'air', 'panas', 'panas', 'jam', 'tentu', 'tapi', 'masa', 'iya', 'mandi', 'jam', 'mlm', 'biar', 'dpt', 'air', 'panas', 'yang', 'pas', 'terlalu', 'banyak', 'atur', 'breakfast', 'gabung', 'hotel', 'yang', 'lbh', 'murah', 'rate']"
Kamar bersih sebagaimana standart hotel bintang 4. Hanya penerangan agak kurang terang jadi agak was was saja melewati koridor setelah lobi dan yang menuju ke toilet nya serta musholla. Ruang mushola bersih dan nyaman.,"['kamar', 'bersih', 'bagaimana', 'standart', 'hotel', 'bintang', 'terang', 'kurang', 'terang', 'jadi', 'was', 'was', 'lewat', 'koridor', 'lobi', 'yang', 'tuju', 'toilet', 'musholla', 'ruang', 'mushola', 'bersih', 'nyaman']"
"Resto nya enak, menu banyak pilihan","['resto', 'enak', 'menu', 'banyak', 'pilih']"
"Saya menginap krn ada acara dari kantor pusat. Berikut review jujur saya :
1. Receptionis selalu Senyum, Salam dan Sapa (3S) ke para tamu
2. Waitress di resto juga menerapkan 3S ke para tamu dan cekatan dalam …","['inap', 'krn', 'acara', 'kantor', 'pusat', 'ikut', 'review', 'jujur', 'receptionis', 'selalu', 'senyum', 'salam', 'sapa', 's', 'para', 'tamu', 'waitress', 'resto', 'terap', 's', 'para', 'tamu', 'cekat']"
"Hotel ternyaman di jogja, selalu ingin kembali kesini💗 lokasinya sgt strategis dkt dengan mana2, kamarnya nyaman banget👍👍 …","['hotel', 'nyaman', 'jogja', 'selalu', 'kembali', 'kesini', 'lokasi', 'sgt', 'strategis', 'dkt', 'mana', 'kamar', 'nyaman', 'banget']"
"Breakfastnya enak, menunya beragam, so far great breakfast.","['breakfastnya', 'enak', 'menu', 'agam', 'so', 'far', 'great', 'breakfast']"
"Disini untuk acara Bukber Kantor worth it, harganya terjangkau, suasananya friendly sekali. Cocok buat acara bukber kantor. Makanannya enak, suka banget bubur sumsum-nya, menunya variatif. Terima kasih Grand Mercure","['sini', 'acara', 'bukber', 'kantor', 'worth', 'it', 'harga', 'jangkau', 'suasana', 'friendly', 'sekali', 'cocok', 'buat', 'acara', 'bukber', 'kantor', 'makan', 'enak', 'suka', 'banget', 'bubur', 'sumsum', 'menu', 'variatif', 'terima', 'kasih', 'grand', 'mercure']"
Sarapan sangat lengkap dan enak di bantu mbak lena,"['sarap', 'sangat', 'lengkap', 'enak', 'bantu', 'mbak', 'lena']"
"Sy sempat dibantu sdr Lena di Restauran, dan sy sempat bertanya kpd beliau dan sy mendapat respon yg sangat baik. Menu sarapan sangat lengkap, dan rasanya jg enak.","['saya', 'sempat', 'bantu', 'sdr', 'lena', 'restauran', 'saya', 'sempat', 'tanya', 'kpd', 'beliau', 'saya', 'dapat', 'respon', 'yang', 'sangat', 'baik', 'menu', 'sarap', 'sangat', 'lengkap', 'rasa', 'juga', 'enak']"
"Lokasi strategis, nyaman.
Restonya lengkap.
Sayang nya agak telat CI krn room blm ready jam 14:00.","['lokasi', 'strategis', 'nyaman', 'restonya', 'lengkap', 'sayang', 'telat', 'ci', 'krn', 'room', 'belum', 'ready', 'jam']"
"Hotel bagus pelayanan sangat bagus sarap juga enak makanan nya enak"" saya di layani degan mbak Nur.","['hotel', 'bagus', 'layan', 'sangat', 'bagus', 'sarap', 'enak', 'makan', 'enak', 'di', 'layan', 'degan', 'mbak', 'nur']"
"Bagus hotelnya, bersih, pegawainya ramah ramah, nyaman banget deh.. next kalau ke jogja bakal nginep disini lagi. Thankyouu","['bagus', 'hotel', 'bersih', 'pegawai', 'ramah', 'ramah', 'nyaman', 'banget', 'next', 'kalau', 'jogja', 'bakal', 'nginep', 'sini', 'thankyouu']"
"Tempat nyaman, pelayanan memuaskan","['tempat', 'nyaman', 'layan', 'muas']"
Sudah tiga kali berkunjung ke sini dan tetap merasakan kenyamanan dalam beraktivitas. Fasilitas nya lengkap untuk melakukan meeting. Pelayanannya ramah. Rekomended untuk aktivitas meeting besar.,"['tiga', 'kali', 'kunjung', 'sini', 'tetap', 'rasa', 'nyaman', 'aktivitas', 'fasilitas', 'lengkap', 'laku', 'meeting', 'layan', 'ramah', 'rekomended', 'aktivitas', 'meeting', 'besar']"
Salah satu hotel ternyaman dikota Yogyakarta... Dekat dengan pusat pembelanjaan... Meski jauh dari Malioboro tp tetep strategis menurut saya... Breakfast menu tradisional jg ada... Siplah pokoknya...,"['salah', 'satu', 'hotel', 'nyaman', 'kota', 'yogyakarta', 'dekat', 'pusat', 'belanja', 'meski', 'jauh', 'malioboro', 'tapi', 'tetep', 'strategis', 'saya', 'breakfast', 'menu', 'tradisional', 'juga', 'sip', 'pokok']"
"Tadinya berharap mendapatkan fasilitas dan layanan bintang 5, ternyata jauh dari ekspektasi termasuk fasilitas hotel yang dibawah standar","['tadi', 'harap', 'dapat', 'fasilitas', 'layan', 'bintang', 'nyata', 'jauh', 'ekspektasi', 'masuk', 'fasilitas', 'hotel', 'bawah', 'standar']"
"Sangat puas, dari saat check in hingga check out semuanya sangat memuaskan. Saya menginap selama 4 malam dan diberikan upgrade kamar ke Executive room karena saya member Platinum. Welcome drink enak, buah2an untuk welcome amenities juga …","['sangat', 'puas', 'saat', 'check', 'in', 'hingga', 'check', 'out', 'semua', 'sangat', 'muas', 'inap', 'lama', 'malam', 'beri', 'upgrade', 'kamar', 'executive', 'room', 'saya', 'member', 'platinum', 'welcome', 'drink', 'enak', 'buah', 'an', 'welcome', 'amenities']"
"untuk kebersihan restonya bintang 5, sewaktu sarapan di sambut dengan staf yang ramah""","['bersih', 'restonya', 'bintang', 'waktu', 'sarap', 'sambut', 'staf', 'ramah']"
Sarapan pagi sangat enak dan servis atas nama fifin sangat bagus,"['sarap', 'pagi', 'sangat', 'enak', 'servis', 'atas', 'nama', 'fifin', 'sangat', 'bagus']"
"nice palace for stay, bersih dan nyaman, recomended","['nice', 'palace', 'for', 'stay', 'bersih', 'nyaman', 'recomended']"
Memuaskan...Terima kasih,"['muas', 'terima', 'kasih']"
"Suka dengan semuanya karena berada di lokasi yang strategis, pelayanan ramah & cepat, kondisi kamar yg selalu bersih.
Eksten sampai 3x karena masih betah... …","['suka', 'semua', 'ada', 'lokasi', 'strategis', 'layan', 'ramah', 'cepat', 'kondisi', 'kamar', 'yang', 'selalu', 'bersih', 'eksten', 'x', 'masih', 'betah']"
"Kamarnya luas, nyaman, dan pelayanannya ramah","['kamar', 'luas', 'nyaman', 'layan', 'ramah']"
"Selama 4 hari kami tinggal mendapat layananan kamar yang baik, makanan bervariasi dan istimewa, pelayan hotel yang ramah.
Sukses buat grand mercure hotel","['lama', 'hari', 'tinggal', 'dapat', 'layananan', 'kamar', 'baik', 'makan', 'variasi', 'istimewa', 'layan', 'hotel', 'ramah', 'sukses', 'buat', 'grand', 'mercure', 'hotel']"
"Bagus, bersih, makanan enak.
Coba sediakan hand body kecil jg dikamar.
Trmksh","['bagus', 'bersih', 'makan', 'enak', 'coba', 'sedia', 'hand', 'body', 'kecil', 'juga', 'kamar', 'trmksh']"
"Service ok, makanan enak, kamar nyaman💝💝💝 …","['service', 'makan', 'enak', 'kamar', 'nyaman']"
"Kamar luas, cukup nyaman, dan bersih. Lokasi pusat kota. Breakfast banyak pilihan.","['kamar', 'luas', 'cukup', 'nyaman', 'bersih', 'lokasi', 'pusat', 'kota', 'breakfast', 'banyak', 'pilih']"
"Makanan nya enak bermacam-macam
Kamarnya nyaman
Terima kasih☺️","['makan', 'enak', 'macam', 'macam', 'kamar', 'nyaman', 'terima', 'kasih']"
makanannya enak bgt servicenha juga okee,"['makan', 'enak', 'sangat', 'servicenha', 'okee']"
"Makanan lezat, pilihan banyak dan pelayanan memuaskan. Semuanya melebihi ekspektasi saya.","['makan', 'lezat', 'pilih', 'banyak', 'layan', 'muas', 'semua', 'lebih', 'ekspektasi']"
"Pelayanan sangat ramah, kamar bersih, makanannya enak2 dan bervariasi. Semoga bisa kembali lagi ke sini","['layan', 'sangat', 'ramah', 'kamar', 'bersih', 'makan', 'enak', 'variasi', 'moga', 'kembali', 'ke', 'sini']"
"Kamar bagus dan bersih, pelayanan mba Silvia baik 👍 …","['kamar', 'bagus', 'bersih', 'layan', 'mba', 'silvia', 'baik']"
"Hotelnya bagus, Pelayanan Ramah, Makannya enak2 & Lokasinya strategis dekat kemana2.","['hotel', 'bagus', 'layan', 'ramah', 'makan', 'enak', 'lokasi', 'strategis', 'dekat']"
"Kram untuk wudhu dkt WC, jadi susah buat wudhu , lebih baik dipindah di shower, untuk lainnya ok sdh mantap , satu lagi, sarapan tidak ada lonsay ☺️","['kram', 'wudhu', 'dkt', 'wc', 'jadi', 'susah', 'buat', 'wudhu', 'lebih', 'baik', 'pindah', 'shower', 'lain', 'sudah', 'mantap', 'satu', 'sarap', 'ada', 'lonsay']"
"Parpel Resto hotel Grand Mercure Jogja menunya sungguh menarik dan enak. Kalio daging dan tahunya maknyus, pilihan menunya beragam.","['parpel', 'resto', 'hotel', 'grand', 'mercure', 'jogja', 'menu', 'sungguh', 'tarik', 'enak', 'kalio', 'daging', 'tahu', 'maknyus', 'pilih', 'menu', 'agam']"
"Hotel bagus prlayabab ramah dan profesional, sangat membantu s ekali dan penjrlasanya sangat bagus... Keluarga laki sangat merasa nyaman","['hotel', 'bagus', 'prlayabab', 'ramah', 'profesional', 'sangat', 'bantu', 's', 'ekali', 'penjrlasanya', 'sangat', 'bagus', 'keluarga', 'laki', 'sangat', 'rasa', 'nyaman']"
Sangat luar biasa ..dapan menikmati sarapan pagi dengan hidangan yang sangat liar biasa. Di bantu mbak lena,"['sangat', 'luar', 'biasa', 'dap', 'nikmat', 'sarap', 'pagi', 'hidang', 'sangat', 'liar', 'biasa', 'bantu', 'mbak', 'lena']"
"Sarapan pagi ini enak,telur dadarnya enak,ayamnya crispy enak berasa bumbunya,kentang dan kacang merahnya enak,dan kamarnya bersih bgt","['sarap', 'pagi', 'enak', 'telur', 'dadar', 'enak', 'ayam', 'crispy', 'enak', 'asa', 'bumbu', 'kentang', 'kacang', 'merah', 'enak', 'kamar', 'bersih', 'sangat']"
"Kamar nyaman bersih, pelayanan di restoran ramah dan masakannya enak , lokasi jg strategis dekat ke mana2 mall dan perkantoran","['kamar', 'nyaman', 'bersih', 'layan', 'restoran', 'ramah', 'masakan', 'enak', 'lokasi', 'juga', 'strategis', 'dekat', 'mana', 'mall', 'kantor']"
"Untuk semuanya ok sih, kamar, toilet, pelayanan. View dekat poolnya juga ok","['semua', 'kamar', 'toilet', 'layan', 'view', 'dekat', 'poolnya', 'ok']"
"Terimakasih atas pelayanan yang memuaskan selama menginap 3 hari disini. Diluar ekspektasi bisa request pas jam sahur padahal bukan bulan ramadhan,juga menu take away juga diluar ekspektasi lengkap,enak enak dan banyak. Terimakasih banyak. Semoga terus dipertahankan","['terimakasih', 'atas', 'layan', 'muas', 'lama', 'inap', 'hari', 'sini', 'luar', 'ekspektasi', 'request', 'pas', 'jam', 'sahur', 'padahal', 'bukan', 'bulan', 'ramadhan', 'menu', 'take', 'away', 'luar', 'ekspektasi', 'lengkap', 'enak', 'enak', 'banyak', 'terimakasih', 'banyak', 'moga', 'terus', 'tahan']"
"Menu sarapannya variatif, jajan pasar nya enak. Kamar nyaman, bersih","['menu', 'sarap', 'variatif', 'jajan', 'pasar', 'enak', 'kamar', 'nyaman', 'bersih']"
"Anak* happy sekali menginap d grandmercure,pelayanan nya juga good banget,,,terimkasih kaka nur jg sudah sangat ramah👍🏻👍🏻🫶🏻 …","['anak', 'happy', 'sekali', 'inap', 'd', 'grandmercure', 'layan', 'good', 'banget', 'terimkasih', 'kaka', 'nur', 'juga', 'sangat', 'ramah']"
Untuk makanan lumayan enak. Untuk kamar bersih..... Pelayanan oke...,"['makan', 'lumayan', 'enak', 'kamar', 'bersih', 'layan', 'oke']"
"Menginap 2 malam di sini cukup nyaman, lokasi di dekat pusat kota dan twraedia banyak fasikitas publik di sekitar hotel.
Untuk fasilitas hotel lengkap terutama tersedia kolam renang bagi anak-anak dan tempat makan terbuka yang nyaman.","['inap', 'malam', 'sini', 'cukup', 'nyaman', 'lokasi', 'dekat', 'pusat', 'kota', 'twraedia', 'banyak', 'fasikitas', 'publik', 'sekitar', 'hotel', 'fasilitas', 'hotel', 'lengkap', 'utama', 'sedia', 'kolam', 'renang', 'anak', 'anak', 'tempat', 'makan', 'buka', 'nyaman']"
"Sarapan paginya enak,,banyak pilihan,,,,twmpatnya bersih,,karyawan ramah,,pokoknya,,puas dehhh🥰🥰🥰🥰 …","['sarap', 'pagi', 'enak', 'banyak', 'pilih', 'twmpatnya', 'bersih', 'karyawan', 'ramah', 'pokok', 'puas']"
"Pelayan memuaskan ,breakfast sangat beragam dan enak ,kamar bersih dan nyaman","['layan', 'muas', 'breakfast', 'sangat', 'agam', 'enak', 'kamar', 'bersih', 'nyaman']"
"D saat ramai lift mati hanya 1 yang nyala dan menjadi numpuk d lobby. Nunggu lift sangat lama.
Amanitis kamar nya minta tolong d cek lagi. Kalau cutton bud jangan yg tipis dan …","['d', 'ramai', 'lift', 'mati', 'yang', 'nyala', 'jadi', 'numpuk', 'd', 'lobby', 'nunggu', 'lift', 'sangat', 'lama', 'amanitis', 'kamar', 'minta', 'd', 'cek', 'kalau', 'cutton', 'bud', 'jangan', 'yang', 'tipis']"
"Pelayanannya cukup baik, makanannya enak,  varian makananya banyak","['layan', 'cukup', 'baik', 'makan', 'enak', 'varian', 'makananya', 'banyak']"
Tempat yang enak banget buat menginap. Kamar bagus dan lengkap. Interior dan eksterior hotel juga keren banget. Next biztrip disini lagi lah pastinya.,"['tempat', 'enak', 'banget', 'buat', 'inap', 'kamar', 'bagus', 'lengkap', 'interior', 'eksterior', 'hotel', 'keren', 'banget', 'next', 'biztrip', 'sini', 'pasti']"
sarapannya enak dan pelayanaannnya baik terutama mba silvia ramah dan sopan,"['sarap', 'enak', 'pelayanaannnya', 'baik', 'utama', 'mba', 'silvia', 'ramah', 'sopan']"
"Proses CI cepat dan bisa early CI khusus untuk member All accor.
Letak strategis dekat dg kota, dan ada 2 mall yg dekat.","['proses', 'ci', 'cepat', 'bisa', 'early', 'ci', 'khusus', 'member', 'all', 'accor', 'letak', 'strategis', 'dekat', 'dengan', 'kota', 'ada', 'mall', 'yang', 'dekat']"
"hotelnya nyaman, fasilitas lengkap, lokasinya oke banget dan strategis deket darimana2. untuk kamar luas, bersih, staff juga super ramah dan helpful, pokonya pelayanannya mantap. cocok dan worth it banget buat yg mau liburan atau business trip","['hotel', 'nyaman', 'fasilitas', 'lengkap', 'lokasi', 'oke', 'banget', 'strategis', 'deket', 'darimana', 'kamar', 'luas', 'bersih', 'staff', 'super', 'ramah', 'helpful', 'poko', 'layan', 'mantap', 'cocok', 'worth', 'it', 'banget', 'buat', 'yang', 'mau', 'libur', 'business', 'trip']"
"Untuk kamarnya bersih, nyaman dan dingin. Lokasi sangat strategis dijalan utama. Untuk sarapan menunya sangat beragam dan cocok dilidah","['kamar', 'bersih', 'nyaman', 'dingin', 'lokasi', 'sangat', 'strategis', 'jalan', 'utama', 'sarap', 'menu', 'sangat', 'agam', 'cocok', 'lidah']"
"Salah satu hotel yang bisa menjadi pilihan di Jogya, dekat dengan UGM,","['salah', 'satu', 'hotel', 'bisa', 'jadi', 'pilih', 'jogya', 'dekat', 'ugm']"
"Rekomendasi untuk yang mau stay di jogja, interiornya menyesuaikan kota jogja, lobby mewah, makanan banyak variasinya, pelayanan baik & ramah, kolam renang besar, lokasinya strategis. Saya menginap di room suite nya dan request honeymoon, saat dtg sudah ada kue dan kamar sudah berhias ala honeymoon. 10/10 untuk roomnya 👍👍 …","['rekomendasi', 'yang', 'mau', 'stay', 'jogja', 'interior', 'sesuai', 'kota', 'jogja', 'lobby', 'mewah', 'makan', 'banyak', 'variasi', 'layan', 'baik', 'ramah', 'kolam', 'renang', 'besar', 'lokasi', 'strategis', 'inap', 'room', 'suite', 'request', 'honeymoon', 'dtg', 'ada', 'kue', 'kamar', 'hias', 'ala', 'honeymoon', 'roomnya']"
"Tempatnya nyaman banget, pelayanan ramah, kamar bersih, makanan enak. Lokasinya strategis, deket ke spot wisata. Cocok buat nginep santai","['tempat', 'nyaman', 'banget', 'layan', 'ramah', 'kamar', 'bersih', 'makan', 'enak', 'lokasi', 'strategis', 'deket', 'spot', 'wisata', 'cocok', 'buat', 'nginep', 'santai']"
"Pelayanan Baik, Makanan Enak, Kamar Bagus","['layan', 'baik', 'makan', 'enak', 'kamar', 'bagus']"
"Tempat  dan pelayanan disini sangat bagus,hotelnya nyaman dan sarapannya enak apalagi dibantuin sama anak training yg namanya Lena cukup membantu sya","['tempat', 'layan', 'sini', 'sangat', 'bagus', 'hotel', 'nyaman', 'sarap', 'enak', 'dibantuin', 'sama', 'anak', 'training', 'yang', 'nama', 'lena', 'cukup', 'bantu', 'sya']"
Mba chelsi baikk pwooll mau sabar ngefotinn wkwk. Overall makanan enak2 sii. Temat juga good,"['mba', 'chelsi', 'baikk', 'pwooll', 'mau', 'sabar', 'ngefotinn', 'wkwk', 'overall', 'makan', 'enak', 'temat', 'good']"
"1. Lampu di kamar kurang terang.
2. Buah kurang bagus kualitasnya, rasanya tifak fresh krn disimpan di kulkas sdh dlm kondisi dipotong. Semangkanya lembek dan ada rasa aneh, kemungkinan dr …","['lampu', 'kamar', 'kurang', 'terang', 'buah', 'kurang', 'bagus', 'kualitas', 'rasa', 'tifak', 'fresh', 'krn', 'simpan', 'kulkas', 'sudah', 'dlm', 'kondisi', 'potong', 'semangka', 'lembek', 'ada', 'rasa', 'aneh', 'mungkin', 'dr']"
Pelayanan nya mantap ramah dam nyaman sekali hotel top se indonesia,"['layan', 'mantap', 'ramah', 'dam', 'nyaman', 'sekali', 'hotel', 'top', 'se', 'indonesia']"
"Makanan enak, bervariasi, pelayanan nya OK banget, kamarnya nyaman, staff nya ramah2..apalagi mba devita sangat ramah dan cantik","['makan', 'enak', 'variasi', 'layan', 'banget', 'kamar', 'nyaman', 'staff', 'ramah', 'mba', 'devita', 'sangat', 'ramah', 'cantik']"
"Sy stay 2N bersama 2 anak saya. Pagi ini, 28 Feb 2025 breakfast di Cafe dan ada charge penambahan anak sy usia 11th.
Sy tdk tau kriteria apa utk tamu yg ditawari kopi/teh dan tidak, namun sy lihat …","['saya', 'stay', 'n', 'sama', 'anak', 'pagi', 'feb', 'breakfast', 'cafe', 'ada', 'charge', 'tambah', 'anak', 'saya', 'usia', 'th', 'saya', 'tdk', 'tau', 'kriteria', 'apa', 'untuk', 'tamu', 'yang', 'tawar', 'kopi', 'teh', 'tidak', 'saya', 'lihat']"
"Kamar cukup nyaman. Breakfast oke, terutama menu tradisional seperti gudek. Dan petugas di resto ramah dan helpful semua. Thank you.","['kamar', 'cukup', 'nyaman', 'breakfast', 'oke', 'utama', 'menu', 'tradisional', 'gudek', 'tugas', 'resto', 'ramah', 'helpful', 'semua', 'thank', 'you']"
"Hotel nyaman, pelayanan baik, makanan enak dan banyak pilihan lokasi dekat kemana2.","['hotel', 'nyaman', 'layan', 'baik', 'makan', 'enak', 'banyak', 'pilih', 'lokasi', 'dekat']"
"Untuk kamar nya cukup nyaman, pelayanan juga oke banget. Untuk sarapan juga banyak varian nya & enak” juga, lokasi pun cukup strategis mudah buat cari kebutuhan 🔥 …","['kamar', 'cukup', 'nyaman', 'layan', 'oke', 'banget', 'sarap', 'banyak', 'varian', 'enak', 'lokasi', 'cukup', 'strategis', 'mudah', 'buat', 'cari', 'butuh']"
untuk sarapan paginya sangat enak dan memuaskan dan layanan atas nama fifin sangat memuaskan,"['sarap', 'pagi', 'sangat', 'enak', 'muas', 'layan', 'atas', 'nama', 'fifin', 'sangat', 'muas']"
"Sangat senang,,karena lokasi strategis,,lingkungan bersih,,makanan enak dan yg luar biasa pelayanan yg cepat,sangat ramah dan sangat menghormati Tamu","['sangat', 'senang', 'lokasi', 'strategis', 'lingkung', 'bersih', 'makan', 'enak', 'yang', 'luar', 'biasa', 'layan', 'yang', 'cepat', 'sangat', 'ramah', 'sangat', 'hormat', 'tamu']"
"Menunya variasi dan enak,tapi air minum dikamar terbatas hanya 2 botol kaca ukuran sgt kecil.
Resepsionisnya  kurang beretika. …","['menu', 'variasi', 'enak', 'air', 'minum', 'kamar', 'batas', 'botol', 'kaca', 'ukur', 'sgt', 'kecil', 'resepsionis', 'kurang', 'etika']"
"Kamar cukup luas, bisa untuk penambahan extra bed. Menu sarapan cukup bervariatif, banyak pilihan.","['kamar', 'cukup', 'luas', 'untuk', 'tambah', 'extra', 'bed', 'menu', 'sarap', 'cukup', 'variatif', 'banyak', 'pilih']"
Makanan di resto purple enak dan pelayanan sangat memuaskan... Masukan nambah menu yang bermacam2.. Tapi semuanya makanan enak.... Thanks for service,"['makan', 'resto', 'purple', 'enak', 'layan', 'sangat', 'muas', 'masuk', 'nambah', 'menu', 'macam', 'semua', 'makan', 'enak', 'thanks', 'for', 'service']"
"Tempat strategis
Makanan lengkap dan enak
Kamar saya dapat di lantai smoking tp staff melayani dg sangat baik. Hanya saja air shower kurang kenceng","['tempat', 'strategis', 'makan', 'lengkap', 'enak', 'kamar', 'dapat', 'lantai', 'smoking', 'tapi', 'staff', 'layan', 'dengan', 'sangat', 'baik', 'saja', 'air', 'shower', 'kurang', 'kenceng']"
makanan hotel grand mercure sangat enak dan pelayanan nya sangat ramah,"['makan', 'hotel', 'grand', 'mercure', 'sangat', 'enak', 'layan', 'sangat', 'ramah']"
"Layanannya memuaskan, makanan enak, kamar nyaman.","['layan', 'muas', 'makan', 'enak', 'kamar', 'nyaman']"
"Tempat nyaman, menu makannya enak, pelayanan ramah dgn Mbak Salma","['tempat', 'nyaman', 'menu', 'makan', 'enak', 'layan', 'ramah', 'dengan', 'mbak', 'salma']"
"Lokasi yang sangat strategis, mudah kemana2. Kamarnya bersih dan nyaman. Makanannya enak. Mohon untuk dipertahankan.","['lokasi', 'sangat', 'strategis', 'mudah', 'kamar', 'bersih', 'nyaman', 'makan', 'enak', 'mohon', 'tahan']"
Terima kasih menu sarapan variatif pelaynan Nona Rita oke di restorannlt 8.. terima kasih,"['terima', 'kasih', 'menu', 'sarap', 'variatif', 'pelaynan', 'nona', 'rita', 'oke', 'restorannlt', 'terima', 'kasih']"
