Label,Casefold
,makanannya enak cukup beragam banyak makanan tradisional juga bagian minuman juga beragam jenisnya dari jamu hingga kopi tersedia staffnya ramah dan baik sekali setiap lihat piring kotor langsung diangkut dan
,makanan enak semua pelayanan top markotop pegawai ramah semua tempat bersih langganan tiap tahun ke hotel ini
,pelayanan ramah kualitas bagus dan fasilitasnya memuaskan rekomended banget
negatif,kamar pertama kali masuk baunya kyk pengap lembab krn lama gak dipakai kamar mandi juga gak terlalu bersih tp utk makanan dan pelayanan ok dan baik so far so good
,kamarnya baik saya puas menginap di grand mercure terimakasih mba salma atas pelayanannya di resto
negatif,nginep disini jangan berekspektasi seperti hotel bintang lainya dapet view tembok bayar mahal hanya untuk liat tembok sedih si rasanya stok tisu di kamar ngga ada
,sarapannya enak kamarnya nyaman thanks to mbak gita
,sarapannya lumayan banyak pilihan terutama ada tom yum untuk buah mungkin bisa ditambahkan jenis lain seperti nanas
,sudah beberapa kali bermalam di grand mercure yogyakarta adi sucipto pelayanannya selalu ramah kamarnya juga bersih sarapannya enak semua dan banyak varian makanan tradisional nya banyak dan enak enak pelayanan mba willy juga bagus ramah terima kadih grand mercure
,pertama kali menginap di hotel ini kesannya memuaskan berada di lokasi yang strategis di kota jogja dekat dengan ambarukmo plaza pelayanan ramah proses checkin dan check out sangat cepat untuk kamar bersih modern dan nyaman utk
,tempat menginap yang menyenangkan sarapan dengan menu beragam dari menu western breakfast sampai jajanan pasar yang otentik sangat direkomendasikan untuk yang berlibur ke yogya
,suasana nya sangat bagus kamar nya membuat nyaman pelayanan juga sangat ramah makanan yang disajikan juga enak dan lezat
,gak nginep di sini sih cuma meeting aja jadi cuma mau review seadanya aja untuk lokasi sangat strategis karena di tengah tengah kota yogya di pinggir jalan utama untuk security bagian informasi sangat ramah helpful untuk
,pengalaman menginap disini memuaskan fasilitas kamar lengkap nyaman dan semuanya berfungsi dengan baik sehingga tidak ada kendala selama menginap area parkir juga luas dan memadai jadi tidak perlu khawatir saat membawa kendaraan
,terimakasih mercure sudah memberikan pelayanan yg baik dan makanannya enak dan ada staff yg rramah skli waktu sarapan mbak vina thanks
negatif,lokasi bagus di pusat kota makanan resto kurang enak dan menarik terutama di bagian nasi dkk untuk buah
,pelayanannya bagus untuk restonya enak di lantai kebetulan saya di outdoor jadi suasananya enak makanannya juga enak semua recomended utk coba buka puasa di mercure
,ruangan kamar nyaman bersih breakfastnya lengkap dan enak
,masakannya bervariatif banget sih pelayanan juga cepat tanggap banget sama kebersihan meja tamu good lahh
,pelayanan bagus masakan juga enak
,hotelnya bagus semua masakan restaurant enak sekali menu variatif ramah anak mantab deh semuanya
,makananya enakkk sekali tersedia banyak varian juga disini tempatnya nyaman adem
,sangat nyaman dan tempat yang sangat strategis
,saya sangat terkesan dengan pengalaman menginap di hotel grand mercure yogyakarta mulai dari pelayanan yang ramah dan profesional hingga suasana yang nyaman dan elegan semuanya terasa sempurna kamar yang saya tempati sangat bersih dan
,service sangat bagus di bantu oleh kak lena untuk kamar bagus bersih suasana tenang makanan enak dan menu nya cukup variatif
,bagus dan nyaman tempatnya
,makanan pagi ini yg disajikan rasanya enak semua fasilitas semua oke dan recommend untuk family time
negatif,makanan ok cuma kurang banyak menu kamar bintang tp kurang lengkap gak ada hair dryer dan setrika
,tempatnya nyaman makanya enak rekomedasi bnget buat kegiatan di bantu oleh trening lena
,letaknya strategis pelayanan baik sarapannya enak
,kamar nyaman bersih pelayanan mantap apalgi makanan nya luar biasa enak
,pelayanannya sangat bagus dan sangat ramah dari lobby sampai di resto nya kamarnya jg rapi bersih dan ballroom nya juga bersih makanannya enak
,memuaskan menunya lengkap dan lezat
negatif,hotel bintang makanan enak ada pool nya bagus sayang ac nya kurang dingin jadi panas bgt dan spreinya juga pas aku datang sedikit kotor jadi bikin gatal di kulit
,resto nya enak dan pelayanannya dengan mbak silvia sangat baik
negatif,makanan enak layanan bagus kamar bau rokok mgkn sblmnya ada yg merokok internet di kamar lambat banget tv ga jernih kabur bintik
,berkunjung untuk bukber di lantai menu yang disajikan sangat beragam dan menarik pelayanan yang di berikan sangat bagus dan sat sett sangat rekomen buat kalian untuk coba
,ke sini karena ada event wedding keluarga dekat lokasi sangat strategis di pusat kota deket jl solo deket pusat kuliner dan tempat berbelanja area yang selalu rame karena di pinggir jl utama tempat acara di lt tamu undangan pake sistem
,lobby luas bersih nyaman buat bersantai dari kamar nya juga cukup baik tempat tidurnya rapi banget kamar mandinya bersih allhamdulilah menginap nya tidak ada kendala puas pokoknya
,hotelnya cozy dan menu breakfast enak enak semua
,utk kamar cukup memuaskan pelayanan ok makanan juga sangat variatif dengan rasa yg memuaskan
,pelayanannya sangat ramah kamar luas dan bersih lokasi strategis dekat mall lippo dan mall ambarukmo di sekitar hotel banyak penjual makanan tempat ngopi
netral,salah satu hotel dengan lokasi yang cukup strategis di jogja cocok untuk tamu yang ingin menginap di tempat yang dekat dengan tempat wisata tempat makan dan mall hanya lokasi yang rawan macet
,kamar nyaman menu sarapannya enak recommended untuk staycation
,pelayanan baik oleh kak silvia sarapan tepat waktu dan jg baik
,lokasinya strategis dekat dengan pusat kota dan tempat tempat wisata kamarnya sangat nyaman bersih dan rapi fasilitas hotel juga sangat lengkap pelayanan staf hotel juga sangat ramah dan profesional mereka sangat membantu dan selalu
negatif,hotel yg lumayan mewah sayangnya kami dapat kamar di kelas superior yg bagian terasnya menghadap tembok sprei tidak diganti kalaublita tidak meminta kamar mandi ada aroma pesing karena exhaust nya tidak menyala utk servis dan yg
negatif,makanan enakk service okee menu banyak variasi tapi ac tidak nyala jd las makan panas suasanya
,pelayanan sangat baik sarapannya menunya beragam dan semuanya enak rekomendasi untuk yang liburan ke yogyakarta
negatif,saya seorang driver rental yg sedang menunggu customer dihotel kantin yg dikhususkan cuma untuk karyawan dan cari makan minum harus keluar jauh tidak boleh di kantin hotel yg khusus untuk karyawan
,hotel dekat kampus uin cm meteran hotelnya nyaman makanannya enak variatif menunya joss pokoknya
,makanan di restoran lumayan bervariasi ada kolam renang kamar juga lumayan bersih dan toiletries lengkap hotel bintang pelayanan bintang
,tempat yg strategis fasilitas ok dan pelayanan ok terus tingkatkan pelayanan utk memuaskan masyarakat
negatif,so far so good untuk varian sarapan bs ditambah ya datang pas high season jadi resto penuh sama orang kantoran yg lg acara susah banget cari tempat duduk ada kendala saat balik acara akses pintu mati semua jadi harus turun ke
,pelayanan okee menu sarapan sangat recommended sangat terbantu dengan pelayanan yang ramah seperti kak tania
negatif,pelayanan managemen untuk buka puasa sangat mengecewakan sudah reservasi sejak maret dan maret survey langsung ke lokasi pilih tempat untuk orang dan sudah deal saat bukber di tgl maret ternyata dipindah tempatnya pojokan
,menu sarapannya enakk dan lengkappp sukakk sekaliii stay cation disinii silvia
,room nya dan breakfast nya menu nya lengkap dan bervariasi rasa nya pun enak zxz
,pelayanan mantabs kamar bersih makanan luar biasa menyenangkan pertahankan
,pelayanan bagus dan makanannya enak untuk kamar bersih dan nyaman terimakasih mbak nur dari lombok
,breakfastnya banyak pilihan dan enak semua dibantu oleh training lena
negatif,fasilitas dan pelayanan tidak layak untuk hotel bintang akses dan area parkir sempit check in hampir jam baru dapat kamar welcome drink tidak ada sprei kualitas kurang kamar mandi terutama shower sempit
,tempatnya nyaman bagus bersih makanannya enak pelayanannya ramah
,terimakasih fasilitas memadai pelayanan ramah sudah aksebilitas untuk difabel
,saya menginap disini selama hari dan ini diluar ekspektasi sih worth it
,nyaman ramah makannya enak untuk hotelnya dapat diakses dengan mudah karena berdekatan dengan jalan raya memiliki parkir yang luas ac nya dingin saran mungkin yang tidak suka ac karena ac terpusat mungkin bisa pake pakaian yang agak tebel atau kemeja yang berlengan panjang ataupun jaket bila perlu nuwun
,malam yg berkesan terimakasih atas excellent service nya akan pasti kembali kesini
,u breakfast menunya beragam juga banyak makanan traditional dan enak pelayanannya juga sangat ramah
,pelayanan yg sigap sangat humble ramah sopan ke pengunjung tempat strategis
,untuk menu makanannya sangat lengkap dan enak ada berbagai makanan dari menu lokal sampai western juga dan ada banyak pilihan kudapan juga
negatif,service parah saat iftar piring membludak petigas malah senyum lalu pada kabur kaburan ngambilin piring receptionist hotel juga ngeselin gak bisa bantu early checking padahal sudah request jauh jauh hari bisa penyampaiannya pun gak mengenakkan hati
negatif,parkiran motor tidak aman padahal berada di dalam gedung uang recehan saya yg buanyaak hampir penuh di dasbor motor habis tak bersisa dicuri semua motor teman jg dibuka joknya jd tau krn joknya mmg susah nutupnya
,sangat puas atas segala fasilitas pelayanan hotelnya suasana kamar dan suasana hotelnya ckp menarik pelayanan nya pun sangat ramah dari mulai check in hingga check out mohon selalu terus ditingkatkan
,pelayanan superduper ramah view saat breakfast saya suka sekali dan pasti nya enak love it
,makanannya enak enak pelayanan dangat ramah hotelnya bersih wangi dan nyaman
,pelayanan di restoran sangat memuaskan makanan dan minuman cukup lengkap dengan rasa yang enak
positif,hotel yang nyaman untuk kerja atau liburan bersama keluarga kamarnya nyaman dan pelayanan yang sangat memuaskan
,untuk sarapan enak terima kasih untuk semua layanan yang diberikan saya merasa puas
negatif,menginap di kamar terdapat bathub di kamar mandinya sudah menutup bathub dengan tirai shower dan mencoba berbagai pengaturan shower air dari shower tetap keluar dari area bathub menggenang di area kloset duduk yg seharusnya kering sepertinya area bathub perlu di desain ulang
,mantap deh kamarnya oke dan sarapannya lumayan beragam
,kamar bersih pelayanan baik makanan lengkap bukan pertama kali menginap disini selalu puas
,kamarnya berdesain semi klasik rapi bersih restorannya menyajikan masakan indonesia western recommended terima kasih
negatif,proses check hampir jam booking kamar setelah proses check in hapir jam yg masih siap hanya kamar
negatif,first of all waktu baru masuk ke lobby pengharum ruangannya terlalu pekat sepertinya kalau dikurangi akan lebih nyaman
,sarapan nya enak dan sangat lengkap selama bertugas sarapan di hotel ini tidak bosan pelayanan dari trening lena a sangat senang berapa di sini
,sarapan nikmat dan lezat excellent service dibantu mbak lena
,makanan nya enak dan pelayanan nya bagus
,bukber disini mantap banget harga dan pelayanannya ramah banget diarahkan juga serta makanannya worth it semua next tahun depan bukber kesini lagi
,kamar yang nyaman dan luas breakfast banyak variasi menunya dengan pelayanan yang ramah cocok untuk keluarga bersantai dan quality time kebersihan kamar perlu ditingkatkan enjoy holiday
,breakfast semur daging enak dibantu mbak lena
,bagus dari pelayanan room staff sampai makanannya rekomend banget buat liburan
,pelayanan baik kamar bersih nyaman sangat helpful dan ramah makanannya juga enak terima kasih
,menginap karena ada acara meeting lokasi nya di pusat kota jadi after meeting bisa explore yogyakarta kamar nya sangat nyaman proses check in tanpa kendala langsung masuk kamar dan lanjut acara meeting untuk fasilitas ruang meeting
,sarapan paginya sangat enak dan layanan fifin sangat bagus
,makanannya variatif dan enak kolam renang bersih kamar bersih cm kamar mandi kolam kurang bersih sama service room nya agak lama dtg nya over all bagus smua
negatif,kondisi kamar bersih nyaman untuk istirahat tapi ac gk bisa dikecilin terlalu dingin
,untuk sarapan enak variasi makanan lengkap dengan kondisi kamar yang nyaman
,sarapannya mantap enak pelayanan yang baikk terimakasih kak lena
,kamar nyaman makanan banyak pilihan dan enak
negatif,stay disini malam order by travel agent dan pilih room dengan balkon pas sampe room yg dikasi ternyata tidak sesuai kita komplain dan akhirnya move ke kamar yang sesuai yg kita request di awal setelah pindah ternyata ac di kamar
,saya menginap minggu disini pelayanannya baik sekali breakfast enak semua kamar nya nyaman
negatif,awal mula saya memilih grang mercure jogya karena saya berpikiran akan sama dengan seperti grand mercure yg di malang dan solo tapi ternyata sangaat beda jauh pertama pemesana n kamar tidak sesuai dengan yg saya pesan bed dipesanan saya
,pengalaman saya saat tiba di hotel tersebut disambut baik oleh front office dan pelayanannya sangat baik
,pelayanan ramah dan sopan kamar bersih dan nyaman dengan ammenities yg lengkap variasi menu sarapan beragam terima kasih
,pelayanan dana makanannya enak dan sesuai dengan ekspetasi kita ketika memutuskan untuk menginap dhotel ini pertahankan service dan tingkatkan lagi biar tambah senang konsumennya trima kasih
negatif,hotel bagus kamar bagus tapi tidak punya lahan parkir gabung dengan parkir hotel ibis area parkir mobilnya di basement hotel ibis sempit sekali slot dan tracknya amburadul sudut kelok tajam satpam penjaga parkir beberapa hanya gagah
,fasilitas bintang banget sih kolam renangnya tracknya lumayan panjang dan dalem gymnya juga bersih lengkap dan bebannya up kg lobbynya juga luas dan banyak kursi rekomend banget pokoknya buat healing parkir juga luas
,lokasi hotel strategies dekat kemana mana service dari para staf memuaskan salam untuk mba thania yang menyapa di restoran rekomendasi tempat wisatanya mantap lengkap next time akan kembali lagi kesini
negatif,pertama saat datang ke hotel lansung di sambut untuk membawakan barang barang seperti koper dll untuk dibawakan ke kamar tetapi kami mengorder kamar yang ranjangnya king size tetapi yang dikasih malah twin bed setelah kita mengkomplain
negatif,saya menginap tgl januari kesan dihari pertama sudah kecewa saya pesan kamar dg kasur double king size tapi yg dikasi ternyata kasur twin
,untuk makanannya enak enak tempat nya juga kalau malam tambah terasa romantis
,suasananya tenang makanannya enak dan apa di lidah
,pelayanan restoran nya bagus dan menjaga kesehatan keterampilan pelayannya mengesankan dan makanan yang enak enak
negatif,hari pertama datang malam hari dalam keadaan capek habis perjalanan naik kereta waktu masuk kamar udaranya udah kerasa ga enak bikin tenggorokan sakit karena bersin dan batuk terus telpon resepsionis minta tolong pindah kamar tapi
,makanannya enak menunya lengkap mungkin ditambah lauk yang tidak pedas biar variatif terima kasih
,karyawannya ramah ramah kamarnya nyaman banget dan yang paling oke sarapannya enak enak the best
,overall ok hanya beberapa masukan penambahan lampu terutama di meja sehingga memudahkan untuk membaca atau bekerja
,makanannya enak kamarnya nyaman ada gulingnya dan dekat kota seneng banget sama pelayanannya
,pelayanannya sangat baik dan ramah ditambah menu sarapan yg lengkap membuat nikmat rasanya betah tinggal lama
,hotel nya strategis makanannya enak fasilitas nya lengkap dan karyawan hotel sangat responsif
,pelayanan sudah baik pada resto grand mercure pelayanan sarapan pagi fried fish with sour sauce oleh kak thania terbaik
,pelayan cukup baik dan breakfast cukup beragam dan cukup enak
,kamarnya nyaman pelayanan bagus makanannya enak
negatif,water heater lama panas access pintu tidak tertutup rapat ada fasilitas keamanan tidak digunakan sebaiknya hilangkan saja
,hotelnya bersih staff ramah kulkasnya dingin dan beku pas bgt untuk simpan makanan kalau ke jogja lagi akan nginap disini lagi ukuran kasurnya yg twin sangat besar dibanding hotel lain
,memuaskan bersih ramah makanan lezat terima kasih mbak thania ramah sekali
,menginap disini lumayan puas kelebihan yang saya rasakan antara lain pelayanan baik lokasi di jalan utama akses mudah parkiran luas breakfast bervariasi ada juga kolam renang yang bagus strategis dekat dengan pusat perbelanjaan
negatif,menginap di sini dalam rangka acara kantor selama malam untuk kelas hotel bintang masih kalah jauh dengan hotel bintang di area lokasi yang sama
,pelayanan sangat ramah dan profesional pokoknya well inform lah petugas yg incharge sangat membantu sekali dan memuaskan
,meeting hari di sini ballroom sangat nyaman dinginnya jg cukup service jg cukup tanggap dalam perubahan lay out meeting makanan dan snack sangat bervariasi tiap hari ganti menu makan siang jg bumbu pada makanan sangat kerasa good for grand mercure
,sarapan ready lebih awal mulai jam s d wib sangat membantu saat ada agenda workshop di tempat lainnya pelayanan sangat baik terima kasih
,pelayanan ramah tempatnya nyaman dan menu sarapannya enak enak dibantu oleh lena
,sarapannya seperti sebelumnya selalu enak enak ada gym yg alatnya lumayan lengkap tempat strategis
negatif,sangat mengecewakan reservasi lwt wa tgl maret utk bukber tgl maret tanggal maret bela belain datang utk milih tempat krn kita org staff resto sdh mengkonfirmasi ok bisa akan disetting spt yg kita mau hari h kaget bgt posisi dipindah pojokan belakang sempit dan bad view tanpa konfirmasi sangat tidak profesional
,pelayanan nya baik dan hidangan nya sangat lengkap
,pelayananya bagus nilai a buat traning yang namanya lena veronica
,tempatnya nyaman parkir luas pelayananya juga oke banget pokoknya mah the best lah
,kamar nya sangat bagus makanannya juga mantap rekomendasi banget dah disini
,makanan pagi ini untuk saladnya sangat enak krengsengan daging sama tahunya juga enak nasi goreng cabai hijaunya sip
,makanannya ok pelayanannya juga ok dan satset terima kasih
,recommended ini hotel nggak diragukan lagi fasilitasnya top banget
,receptionist nyaa ramah bgt semalem nginep disinii pengen lagii
negatif,kamar sangat panas dan ac yang terasa hanya berupa blower yg sangat kencang tanpa rasa dingin freon entah karena cuaca jogja yang sangat panas karena perubahan suhu atau karena
,kamar nya bersih bagus makanan breakfast nya juga lumayan enak tetapi fettucine nya ada yang belum terlalu matang
,tempat rekomen untuk keluarga makanan super enak staff ramah terimakasih mbak salma yg sudah banyak membantu selama di sini
,makanan enak pelayanan top pertahankan yaa
,tempatnya nyaman bersih banged makanannya sangat variatif tiap harinya dan enak lo
,untuk makanannya bagus cocok untuk makan siang saya dari dprd sidoarjo dilayani dengan mbak manis di restaurant sangat ramah dan baik kamarnya juga bagus nyaman poolnya juga sejuk kalau sore
,breakfast nya enak bervariasi trainee lena ok
,breakfast menu bervariasi dan enak dmikian juga utk minuman dan snack nya
,makanannya enak semua kamar bersih pelayan ramah dan menyenangkan terima kasih grand mercure yogyakarta
,pelayanan sangat ramah dan baik di resto waitress an mba nur melayani dgn sangat baik dan full senyum kamar ok dan cek in cepat lokasi strategis
netral,kondisi kamar bagus untuk kelas suite nya luas dan nyaman tp utk yg kelas dibawahnya agak terlalu banyak furniture jd terkesan sempit
,nyaman makanan enak pelayanan ramah
,kamar nyaman utk istirahat tapi pencahayaan kurang kalau untuk kerja sarapan oke ada makanan tradisional dan enak
,menu makanan untuk buka puasa disini sangat banyakk dan enakkk bangett wajib kesini untuk bukber bareng keluarga dan teman
,sarapannya lengkap enak pelayanan sangat baik staff ramah ramah
,pelayanan bagus letak hotel yg strategis tentunya sangat nyaman untuk menginap
,semua makanannya enak beragam banyak pilihan pelayanan ramah fasilitas oke bangetttt
,saya menginap untuk yang ke sekian kalinya di grand mercure yogyakarta walaupun hotel sudah lama tetapi maintenance terjaga area di lt membuat segar breakfast juga enak dan beragam cara penyajian yang unik menambah poin hotel terima
,menginap di hotel gm cukup menyenangkan kamarnya bersih lokasi strategis di pusat kota dan breakfast bervariasi
,untuk sarapan menu beragam dan bersih saya di bantu dan di arahkan dengan thania dan di layani dengan baik terimakasih
,hotelnya bersih kamar nya mantap sarapan komplit
,makanannya enak enak dijamin ga nyesel pergi ke restoran ini
,hotelnya sangat nyaman pelayanan juga ramah sekali kamar sangat bersih dan terawat untuk makanan nya enak pokoknya best bngt ini hotell udah jadi langganan kalau ke jogja
negatif,rasa masakan di restoran kurang enak semua dan kartu akses hanya di berikan saja dari hotel dan untuk pelayanan cukup bagus
netral,kamarnya nyaman apalagi yang view hadap ke kolam renang pelayannya ramah dan sangat membantu untuk minusnya kalau dari kamar telpon ke resepsionis lamaaa banget angkat tlp seharusnya cepat dan minus di makanannya menurut aku untuk hotel ternama sarapannya kurang rasa
,hallo semuanya ini review perdana ku di hotel grand mercure yogyakarta dalam rangka memenuhi undangan
,service excellent menu iftar ada beberpa menu yang baiknya disesuaikan untuk taste dan kematangan tempat nyaman dan comfort penyesuaian lampu agar lebih nyaman saat berbuka selanjutnya ramah senyum pegawai menjadi poin terbaik
netral,overall makanannya enak bergantian terus mungkin bisa ditambah jenis nasi liwet nasi uduk utk room lumayan bersih namun di sudut ruangan ada semut yg harus dibersihkan tiap hari
,alhamdulillah hotel yang menyenangkan mushola tersedia baik di lobi dan di lokasi ruang pertemuan menunya enak petugasnya ramah dan menyenangkan terima kasih atas pelayanan yg di berikan
,terima kasih atas pelayanan yang memuaskan oleh mbak tania gertha semoga bisa menginap lagi di sini
,kamarnya nyaman restonya enak ruang meetingnya juga nyaman rekomended untuk kegiatan dinas dan nginep bersama keluarga
,mantap gudeg disini enak sekali rasanya bikin ketagihan mau nambah terus pokoknya the best all makanannya di mercure di adi sucipto jogja ini rekomendasi untuk menginap disini
,hotel yang nyaman dengan pelayanan yang memuaskan lokasi yang strategis menjadikan hotel ini layak menjadi tempat meeting dan staycation
,sarapan enak bikin nagih
,makanan enak pelayanannya cepat dan ramah memberikan tanda hati untvlantai resto yg basah display makanan cepat rasa masuk di lidah saya cake penutup unik mjngil pas unt penutup
,nyaman tempat bersih makanannya enak semua rekomend bangetttt
,oke lokasi strategis recomen nyaman bersih harga terjangkau worth it lh
,tempatnya nyaman dan bersih
,pelayanan bagus makanan enak
,saya sangat suka dengan sarapan paginya view nya dan makanannya enak enak serta layanan fifin sangat baik dan ramah
,tengkyuu mercure jogja we ll back again to this hotel mba thania tengkyu yaa sudah sangat helpfull
,hotelnya lokasinya strategis deket kemana breakfast di lantai tuh view nya adem hehe apa karena pas hujan ya
,pelayanan disini ramah sekali untuk menghabiskan libur keluarga sangat direkomendasikan
,devita pelayanan bagus ramah profesional
,breakfast paginya enak dan restonya bersih
,kamar sangat bagus utk sarapan enak banyak pilihan bisa dijadikan referensi buat liburan ke jogja
negatif,pas waktu menginap disini kebetulan dpt kamar yg ada balkon nya tp view nya tembok sarapanya jg b aja pdhl hotel bintang
,pelayanan sangat memuaskan karyawan ramah dan murah senyum
,hotel yang sangat nyaman dan pelayanan yang luar biasa so friendly
,pelayanannya ramah minumannya enak manisnya pas rekomended sekalii bar kak tania juga rama sekali best
,rooms belum tersedia padahal sudah booking bulan sebelumnya alasannya sedang dibersihkan untuk membersihkan ruangan harus nunggu jam
,sangat cukup puas dalam pelayanan dari segi kamar layanan dan sarapan yang disediakan juga enak semua dilayanin oleh mbak thania sangat cukup puas dan pelayanannya cukup baik
,hotelnya bagus kamarnya nyaman makanannya juga enak powwlll pelayanannya super ramah
,saya menginap malam di grand mercure yogyakarta so far pelayanan hotel memuaskan kamar bersih amenities lengkap untuk resto makanannya enak sarapan lengkap dari makanan traditional western tersedia
,pelayanannya bagus dan pelayannya ramah terutama atas nama aztuti
,hospitality paling bintang makanan banyak sekali variasinya dan rasanya konsisten enak topp paling berkesan pelayanannya besttt sangat perhatian
netral,lokasi strategis makanannya enak ruangan kamar bagus tetapi entah kenapa kmrn sy nginap dapat kamar mandinya agak trouble drainasenya tapi overall is good
,staffnya ramah ramah sekali sarapannya enakkkkkkk bgt kamar bersih dan lengkap
,hotel yang cocok buat staycation kamarnya luas bersih breakfastnya juga enakk pelayanannya top
,sangat menyenangkan sekalii nyaman dan pelayanan baguss menu makanan enak enak pegawainya ramahh ramahh dan nyaman bakkal seneng banget kalo bisa balek lagi ke sini
,gudeg jogya mantap sangat lezaatttt
,tempat nyaman terjaga kebersihannya pelayanan bagus dan ramah area parkir luas fasilitas memadai
,untuk makanan sangat lengkap kamar tidur yang nyaman dan staf sangat ramah dari awal saya datang di sambut dengan kak thania dan di carikan tempat duduk pelayanan sangat baik
,makanan variasi nya banyak rasanya enak pelayanan ramah dan sangat membantu pokoknya the best hotel di yogyakarta
,menu sarapan nya banyak banget dan enak enak sekali staffnya ramah ramah terutama mba fifin kamarnya okee kolamnya bagus pokoknya the best
,pelayanan sangat baik di resto maupun front office tempat sangat strategis jika ingin dekat bandara adisucipto makanan di resto sangat bervariasi dari western hingga tradisional
,kamarnya keren nyaman bersih layanannya luar biasa dr front office restaurant sampai layanan kamar sangat memuaskan
,hotelnya sangat nyaman rapi dan bersih seluruh pegawai nya juga ramah saat datang disambut dengan sangat baik
,pengalaman kedua menginap di hotel ini masih memuaskan dengan pelayanan yang sangat ramah dan profesional membuat kami langsung merasa nyaman
,mantapp makanan enak lokasi strategis pelayanan oke
,lokasi hotel di jl raya adi sucipto tidak jauh dari airport lama dekat dengan area gejayan yang ramai dengan tempat kuliner
negatif,pelayan nya tidak ramah pdhl yg berbatik bukan trainee air keran nya bocor terus kamar mandi menggenang air panas nya tidak panas di jam tertentu tp masa iya mandi harus jam mlm biar dpt air panas yg pas terlalu banyak peraturan breakfast digabung hotel lain yg lbh murah rate nya
,kamar bersih sebagaimana standart hotel bintang hanya penerangan agak kurang terang jadi agak was was saja melewati koridor setelah lobi dan yang menuju ke toilet nya serta musholla ruang mushola bersih dan nyaman
,resto nya enak menu banyak pilihan
,saya menginap krn ada acara dari kantor pusat berikut review jujur saya receptionis selalu senyum salam dan sapa s ke para tamu waitress di resto juga menerapkan s ke para tamu dan cekatan dalam
,hotel ternyaman di jogja selalu ingin kembali kesini lokasinya sgt strategis dkt dengan mana kamarnya nyaman banget
,breakfastnya enak menunya beragam so far great breakfast
,disini untuk acara bukber kantor worth it harganya terjangkau suasananya friendly sekali cocok buat acara bukber kantor makanannya enak suka banget bubur sumsum nya menunya variatif terima kasih grand mercure
,sarapan sangat lengkap dan enak di bantu mbak lena
,sy sempat dibantu sdr lena di restauran dan sy sempat bertanya kpd beliau dan sy mendapat respon yg sangat baik menu sarapan sangat lengkap dan rasanya jg enak
,lokasi strategis nyaman restonya lengkap sayang nya agak telat ci krn room blm ready jam
,hotel bagus pelayanan sangat bagus sarap juga enak makanan nya enak saya di layani degan mbak nur
,bagus hotelnya bersih pegawainya ramah ramah nyaman banget deh next kalau ke jogja bakal nginep disini lagi thankyouu
,tempat nyaman pelayanan memuaskan
,sudah tiga kali berkunjung ke sini dan tetap merasakan kenyamanan dalam beraktivitas fasilitas nya lengkap untuk melakukan meeting pelayanannya ramah rekomended untuk aktivitas meeting besar
,salah satu hotel ternyaman dikota yogyakarta dekat dengan pusat pembelanjaan meski jauh dari malioboro tp tetep strategis menurut saya breakfast menu tradisional jg ada siplah pokoknya
negatif,tadinya berharap mendapatkan fasilitas dan layanan bintang ternyata jauh dari ekspektasi termasuk fasilitas hotel yang dibawah standar
,sangat puas dari saat check in hingga check out semuanya sangat memuaskan saya menginap selama malam dan diberikan upgrade kamar ke executive room karena saya member platinum welcome drink enak buah an untuk welcome amenities juga
,untuk kebersihan restonya bintang sewaktu sarapan di sambut dengan staf yang ramah
,sarapan pagi sangat enak dan servis atas nama fifin sangat bagus
,nice palace for stay bersih dan nyaman recomended
,memuaskan terima kasih
,suka dengan semuanya karena berada di lokasi yang strategis pelayanan ramah cepat kondisi kamar yg selalu bersih eksten sampai x karena masih betah
,kamarnya luas nyaman dan pelayanannya ramah
,selama hari kami tinggal mendapat layananan kamar yang baik makanan bervariasi dan istimewa pelayan hotel yang ramah sukses buat grand mercure hotel
,bagus bersih makanan enak coba sediakan hand body kecil jg dikamar trmksh
,service ok makanan enak kamar nyaman
,kamar luas cukup nyaman dan bersih lokasi pusat kota breakfast banyak pilihan
,makanan nya enak bermacam macam kamarnya nyaman terima kasih
,makanannya enak bgt servicenha juga okee
,makanan lezat pilihan banyak dan pelayanan memuaskan semuanya melebihi ekspektasi saya
,pelayanan sangat ramah kamar bersih makanannya enak dan bervariasi semoga bisa kembali lagi ke sini
,kamar bagus dan bersih pelayanan mba silvia baik
,hotelnya bagus pelayanan ramah makannya enak lokasinya strategis dekat kemana
negatif,kram untuk wudhu dkt wc jadi susah buat wudhu lebih baik dipindah di shower untuk lainnya ok sdh mantap satu lagi sarapan tidak ada lonsay
,parpel resto hotel grand mercure jogja menunya sungguh menarik dan enak kalio daging dan tahunya maknyus pilihan menunya beragam
,hotel bagus prlayabab ramah dan profesional sangat membantu s ekali dan penjrlasanya sangat bagus keluarga laki sangat merasa nyaman
,sangat luar biasa dapan menikmati sarapan pagi dengan hidangan yang sangat liar biasa di bantu mbak lena
,sarapan pagi ini enak telur dadarnya enak ayamnya crispy enak berasa bumbunya kentang dan kacang merahnya enak dan kamarnya bersih bgt
,kamar nyaman bersih pelayanan di restoran ramah dan masakannya enak lokasi jg strategis dekat ke mana mall dan perkantoran
,untuk semuanya ok sih kamar toilet pelayanan view dekat poolnya juga ok
