Label,Casefold,processed,label_encoded
,terbaikk kamar nyaman ballroom luas bagus dan makanan nya enak sangat rekomended utk liburan maupun acara resmi nice hotel,terbaikk kamar nyaman ballroom luas bagus makan enak sangat rekomended libur maupun acara resmi nice hotel,2
,tempatnya nyaman makanannya enak mantappp,tempat nyaman makan enak mantap,2
,makanan nya enak semua pelayanan terbaik dan ramah,makan enak semua layan baik ramah,2
,pelayanannya bagus ramah makanannya enak enak tempatnya nyaman,layan bagus ramah makan enak enak tempat nyaman,2
,sarapan nya luar biasa mba lena,sarap luar biasa,2
,sarapan nya menarik dan restoran bersih pelayanan memuaskan pelayanan kak tania nya juga sangat baik dan bagus,sarap tarik restoran bersih layan muas layan sangat baik bagus,2
,terimakasih kak lena layanan sarapannya keren terimakasih,terimakasih layan sarap keren terimakasih,2
,silvia menyenangkan dan ramah,senang ramah,2
,pengalaman memuaskan menginap di hotel mercure ini kamar yang bersih dan nyaman makanan yang enak dan pelayanan para staff yan ramah dan cekatan sangat disarankan untuk menginap disini ketika liburan dijogja terima masih hotel mercure,alam muas inap hotel mercure kamar bersih nyaman makan enak layan staff yan ramah cekat sangat saran inap sini ketika libur dijogja terima masih hotel mercure,2
,ini momen kedua saya ke jogja yang dimana mendapatkan pengalaman yang seru dengan menginap di hotel ini pelayanan nya luar biasa bangat semua staff nya baik banget dan ada satu staff,momen dua jogja mana dapat alam seru inap hotel layan luar biasa bangat semua staff baik banget satu staff,2
,cukup puas dengan menu breakfast pelayanan ramah bu silvia sangat murah senyum dan baik pelayanannya kepada customer,cukup puas menu sarap layan ramah bu sangat murah senyum baik layan kepada customer,2
,kamarnya nyaman fasilitas bagus sarapan enak,kamar nyaman fasilitas bagus sarap enak,2
,alhamdulillah berkesempatan menginap di hotel grand mercure yogyakarta sangat nyaman tempat strategis menu breakfast cukup lengkap kamar nyaman staf ramah,alhamdulillah sempat inap hotel grand mercure yogyakarta sangat nyaman tempat strategis menu sarap cukup lengkap kamar nyaman staf ramah,2
,selalu menginap kesini klau staycation di jogja pelayanannya baik ramah terutama staff saat sarapan kamar bersih lokasinya strategis,selalu inap kesini klau staycation jogja layan baik ramah utama staff saat sarap kamar bersih lokasi strategis,2
,ke sini karena ada amanah internship th secara umum hotelnya nyaman pelayanannya baik ramah family friendly banget deh pokoknya recommended banget buat liburan keluarga mau staycation di sini juga oke banget,sini amanah internship th cara umum hotel nyaman layan baik ramah family friendly banget pokok rekomendasi banget libur keluarga staycation sini baik banget,2
,sangat memuaskan sekali pelayanannya khususnya mba ega silkia resto nya makanan lengkap,sangat muas sekali layan khusus ega silkia resto makan lengkap,2
,pelayanan di purple restorant sangat memuaskan dan nyaman suasana adem dan enak buat nyantai dan kumpul bareng keluarga makanan nya sangat enak dan mantap karena banyak berbagai makanan dan soup nya,layan purple restorant sangat muas nyaman suasana adem enak nyantai kumpul bareng keluarga makan sangat enak mantap banyak bagai makan soup,2
,pelayanan nya rmah baik sopan tempatnya nyaman bersihh rekomended buat menginap disini thanks pelayanan nyaa,layan rmah baik sopan tempat nyaman bersihh rekomended inap sini thanks layan nyaa,2
,iftar di hotel ini bener bener oke banget pelayanannya bagus staffnya ramah makanannya enak dan variatif,iftar hotel bener bener baik banget layan bagus staffnya ramah makan enak variatif,2
,sarapannya enak banget menunya beragam dan fresh karyawannya juga ramah dibantu banget sama mbak lena,sarap enak banget menu agam fresh karyawannya ramah bantu banget sama,2
,sangat nyaman tempat nya dan ramah pelayanannya the best,sangat nyaman tempat ramah layan,2
,hotel yang nyaman dan pelayanannya sangat baik kamar bagus bersih dan wangi makanan yang disediakan sangat enak,hotel nyaman layan sangat baik kamar bagus bersih wangi makan sedia sangat enak,2
,enak sekali untuk breakfast di grand mercure dari buffet dessert minuman komplit dan rasanya enak sekali service nya oke dan bagus dibantu oleh mba lena,enak sekali sarap grand mercure buffet dessert minum komplit rasa enak sekali service baik bagus bantu oleh,2
,sarapan pagi ini sangat enak memuaskan,sarap pagi sangat enak muas,2
,makanan enak sekali apalagi sub daging nya dan juga pelayanan pokoknya mantap,makan enak sekali apalagi sub daging layan pokok mantap,2
,pelayanan di restorannya ramah makanan yang disajikan eunak,layan restoran ramah makan saji eunak,2
,makanan nya enak tempat nya nyaman dan pelayanan nya okee,makan enak tempat nyaman layan okee,2
,makanannya enak semua kamarnya bersih dan pelayan mbak aztutikamariah ramah,makan enak semua kamar bersih layan aztutikamariah ramah,2
,kamarnya sangat bersih dan fasilitas yang lengkap,kamar sangat bersih fasilitas lengkap,2
,dari kamar dan menu makanan semua sangat memuaskan banyak pilihan menu makanannya,kamar menu makan semua sangat muas banyak pilih menu makan,2
,meeting room sewu sangat nyaman mudah diakses makanan juga sangat enak sup ayam tofu nya enak banget es teler nya juga enak staff ramah dan sopan,meeting room sewu sangat nyaman mudah akses makan sangat enak sup ayam tofu enak banget es teler enak staff ramah sopan,2
,pelayanan mbak meriska baik ramah makan enak nasgor ramah di lidah suasana nyaman pokonya mantaaap tenan,layan meriska baik ramah makan enak nasgor ramah lidah suasana nyaman poko mantap tenan,2
,kamarnya nyaman pelayanan ramah dan lokasi cukup oke,kamar nyaman layan ramah lokasi cukup baik,2
,silvia sarapan nya enak,sarap enak,2
,breakfast variatif menunya banyak enak kamar juga enak dinginn rame juga,sarap variatif menu banyak enak kamar enak dinginn rame,2
,ikan nya enak pas dan suasana nyaman,ikan enak pas suasana nyaman,2
,tempatnya keren dan suasananya juga bagus hiasan di setiap dindingnya buat kita ga bosen suasananya juga bikin adem selain itu pelayanan juga baik sekali para pekerja sangat ramah selain itu makanan nya juga enak hehe,tempat keren suasana bagus hias tiap dinding bosen suasana bikin adem selain layan baik sekali kerja sangat ramah selain makan enak,2
,makanan enak dan pilihan nya banyak,makan enak pilih banyak,2
,fasilitas enak makan nya juga enak dan nyaman,fasilitas enak makan enak nyaman,2
,sangat memuaskan pelayanan mbak silvia makananya juga lezat,sangat muas layan makananya lezat,2
,semua menu enak dan approved pelayanan sangat ramah dan gercep mbak salma,semua menu enak approved layan sangat ramah gercep salma,2
,hotelnya nyaman kamarnya luas dan bersih makanan di restorannya banyak jenisnya dan enak terima kasih,hotel nyaman kamar luas bersih makan restoran banyak jenis enak terima kasih,2
,letak hotel strategis pelayanan bagus kamar nyaman,letak hotel strategis layan bagus kamar nyaman,2
,pelayanan ramah makanan nya enak tempat nya luas bersih dan nyaman,layan ramah makan enak tempat luas bersih nyaman,2
,sarapan nya enak dan sangat puas dan juga lengkap pelayanan mbak lena juga baik,sarap enak sangat puas lengkap layan baik,2
,breakfast nya oke pelayanan baik sekali,sarap baik layan baik sekali,2
,lokasi hotel strategis pelayanan ramah kamarnya dan meeting room nya nyaman restonya ok,lokasi hotel strategis layan ramah kamar meeting room nyaman restonya baik,2
,untuk pelayanan sangan bagus dan untuk sarapannya juga makannya enakk,layan sangan bagus sarap makan enak,2
,menyenangkan dan beekesan sekali matur nuwun mb thania cantik dan ramah,senang beekesan sekali matur nuwun cantik ramah,2
,break feast enak dan pelayanan baik dari mbak lena,break feast enak layan baik,2
,pelayanan baik karyawan hotelnya ramah makanannya juga enak lengkap ada banyak menu nya juga,layan baik karyawan hotel ramah makan enak lengkap banyak menu,2
,pelayanan ramah nyaman makanan enak bagus pokoknya,layan ramah nyaman makan enak bagus pokok,2
,untuk fasilitas kamar nyaman dan untuk sarapannya enak hangat untuk pelayanan nya mba devita baik ramah terima kasih mba,fasilitas kamar nyaman sarap enak hangat layan baik ramah terima kasih,2
,mrsa nyaman dn mknananya jg enk layanan memuaskan,mrsa nyaman dn mknananya enk layan muas,2
,tempatnya sangat luas nyaman bersih pelayanannya juga oke kamarnya juga sangat nyaman buat istirahat,tempat sangat luas nyaman bersih layan baik kamar sangat nyaman istirahat,2
,variasi makanannya banyak rasanya juga enak kamarnya besar dan bagus ac nya dingin pelayanan oke,variasi makan banyak rasa enak kamar besar bagus ac dingin layan baik,2
,makanan sangat enak dan sangat puas dengan segala hidangannya,makan sangat enak sangat puas segala hidang,2
,pelayanan sangat ramah sarapan banyak variasi dan juga enak recommended place to stay in jogja,layan sangat ramah sarap banyak variasi enak rekomendasi place to stay in jogja,2
,untuk makan siang pada hari ini sangat enak dan memuaskan pelayanan nya juga ramah,makan siang hari sangat enak muas layan ramah,2
,sarapanya banyak banget variannya rasanya enaaak pelayannya baik dan ramah aztuti,sarapanya banyak banget varian rasa enak layan baik ramah,2
,waitress nya ramah terutama neng ega makanannya enak recomended,waitress ramah utama neng ega makan enak recomended,2
,tempatbya nyaman staffnya sangat ramah,tempatbya nyaman staffnya sangat ramah,2
,pelayanan nya sgt ramah terima kasih mas bobby,layan sgt ramah terima kasih bobby,2
,hotel super nyaman bersih dan ramah,hotel super nyaman bersih ramah,2
,pelayanannya oke dan membantu terutama saat sarapan dibantu oleh mba lena disini banyak menu yang bisa dipilih dan tradisional dan modern enak dan cocok di lidah,layan baik bantu utama saat sarap bantu oleh sini banyak menu bisa pilih tradisional modern enak cocok lidah,2
,mantap pelayanannya ramahhhh makanan nya enakkkk,mantap layan ramah makan enak,2
,staff nya friendly dan ramah selalu menyapa dg senyum serta sopan kamarnya jg bersih dan nyaman sekali bwt istirahat thank grand mercure,staff friendly ramah selalu sapa senyum sopan kamar bersih nyaman sekali bwt istirahat terimakasih grand mercure,2
,bagus sarapan enak pelayanan staf helpfull thankuoy mba silvia,bagus sarap enak layan staf helpfull thankuoy,2
,kamarnya cukup bersih pelayanan nya bagus makanan nya enak mantab grand mercure,kamar cukup bersih layan bagus makan enak mantab grand mercure,2
,kesan pertama masuk sangat memuaskan room juga bersih dan mewah pelayanan baik dan ramah makan malam cocok menunya terima kasih,kesan pertama masuk sangat muas room bersih mewah layan baik ramah makan malam cocok menu terima kasih,2
,kamar super nyaman pelanyanan sangat ramah makannya pilihannya banyak banget dan enak enak terimaksih kepada mbak ayi dan mbak sopia sangat baik banget dan sangat ramah,kamar super nyaman pelanyanan sangat ramah makan pilih banyak banget enak enak terimaksih kepada ayi sopia sangat baik banget sangat ramah,2
,breakfast disini enak banget mba nya ramah ramah makanannya lengkap,sarap sini enak banget ramah ramah makan lengkap,2
,menu makanan banyak untuk rasa enak dan pelayangan sangat ramah di bantu oleh mbak lena,menu makan banyak rasa enak layang sangat ramah bantu oleh,2
,sarapan lengkap dan enak best deh pokoknya pelayana aztuti ramah sekali,sarap lengkap enak pokok pelayana ramah sekali,2
,layanan semua baik resto komplit makanannya semua enak,layan semua baik resto komplit makan semua enak,2
,rekomen bngt dengan semua fasilitasnya yg oke dan tentunya aman dan nyaman,rekomendasi bngt semua fasilitas baik tentu aman nyaman,2
,makanan enak menu lengkap pelayanan memuaskan,makan enak menu lengkap layan muas,2
,makanan nya enak pelayanan nya ramah baik secara keseluruhan,makan enak layan ramah baik cara seluruh,2
,pelayanan dan makanan sangat baik terima kasih mba lena untuk pelayanannya yang sangat ramah,layan makan sangat baik terima kasih layan sangat ramah,2
,layanannya sangat baik makanannya enak enak juga devinta pelayanannya ramah,layan sangat baik makan enak enak devinta layan ramah,2
,makanannya enak cukup beragam banyak makanan tradisional juga bagian minuman juga beragam jenisnya dari jamu hingga kopi tersedia staffnya ramah dan baik sekali setiap lihat piring kotor langsung diangkut dan,makan enak cukup agam banyak makan tradisional bagi minum agam jenis jamu hingga kopi sedia staffnya ramah baik sekali tiap lihat piring kotor langsung angkut,2
,pelayanan ramah kualitas bagus dan fasilitasnya memuaskan rekomended banget,layan ramah kualitas bagus fasilitas muas rekomended banget,2
,kamarnya baik saya puas menginap di grand mercure terimakasih mba salma atas pelayanannya di resto,kamar baik puas inap grand mercure terimakasih salma atas layan resto,2
,sarapannya enak kamarnya nyaman thanks to mbak gita,sarap enak kamar nyaman thanks to gita,2
,sudah beberapa kali bermalam di grand mercure yogyakarta adi sucipto pelayanannya selalu ramah kamarnya juga bersih sarapannya enak semua dan banyak varian makanan tradisional nya banyak dan enak enak pelayanan mba willy juga bagus ramah terima kadih grand mercure,beberapa kali malam grand mercure yogyakarta adi sucipto layan selalu ramah kamar bersih sarap enak semua banyak varian makan tradisional banyak enak enak layan willy bagus ramah terima kadih grand mercure,2
,suasana nya sangat bagus kamar nya membuat nyaman pelayanan juga sangat ramah makanan yang disajikan juga enak dan lezat,suasana sangat bagus kamar buat nyaman layan sangat ramah makan saji enak lezat,2
,ruangan kamar nyaman bersih breakfastnya lengkap dan enak,ruang kamar nyaman bersih breakfast lengkap enak,2
,pelayanan bagus masakan juga enak,layan bagus masakan enak,2
,makananya enakkk sekali tersedia banyak varian juga disini tempatnya nyaman adem,makananya enak sekali sedia banyak varian sini tempat nyaman adem,2
,sangat nyaman dan tempat yang sangat strategis,sangat nyaman tempat sangat strategis,2
,bagus dan nyaman tempatnya,bagus nyaman tempat,2
,letaknya strategis pelayanan baik sarapannya enak,letak strategis layan baik sarap enak,2
,kamar nyaman bersih pelayanan mantap apalgi makanan nya luar biasa enak,kamar nyaman bersih layan mantap apalgi makan luar biasa enak,2
,pelayanannya sangat bagus dan sangat ramah dari lobby sampai di resto nya kamarnya jg rapi bersih dan ballroom nya juga bersih makanannya enak,layan sangat bagus sangat ramah lobby sampai resto kamar rapi bersih ballroom bersih makan enak,2
,memuaskan menunya lengkap dan lezat,muas menu lengkap lezat,2
,resto nya enak dan pelayanannya dengan mbak silvia sangat baik,resto enak layan sangat baik,2
,hotelnya cozy dan menu breakfast enak enak semua,hotel cozy menu sarap enak enak semua,2
,kamar nyaman menu sarapannya enak recommended untuk staycation,kamar nyaman menu sarap enak rekomendasi staycation,2
,pelayanan baik oleh kak silvia sarapan tepat waktu dan jg baik,layan baik oleh sarap tepat waktu baik,2
,lokasinya strategis dekat dengan pusat kota dan tempat tempat wisata kamarnya sangat nyaman bersih dan rapi fasilitas hotel juga sangat lengkap pelayanan staf hotel juga sangat ramah dan profesional mereka sangat membantu dan selalu,lokasi strategis dekat pusat kota tempat tempat wisata kamar sangat nyaman bersih rapi fasilitas hotel sangat lengkap layan staf hotel sangat ramah profesional mereka sangat bantu selalu,2
,pelayanan sangat baik sarapannya menunya beragam dan semuanya enak rekomendasi untuk yang liburan ke yogyakarta,layan sangat baik sarap menu agam semua enak rekomendasi libur yogyakarta,2
,hotel dekat kampus uin cm meteran hotelnya nyaman makanannya enak variatif menunya joss pokoknya,hotel dekat kampus uin cm meter hotel nyaman makan enak variatif menu joss pokok,2
,room nya dan breakfast nya menu nya lengkap dan bervariasi rasa nya pun enak zxz,room sarap menu lengkap variasi rasa enak,2
,pelayanan mantabs kamar bersih makanan luar biasa menyenangkan pertahankan,layan mantabs kamar bersih makan luar biasa senang tahan,2
,pelayanan bagus dan makanannya enak untuk kamar bersih dan nyaman terimakasih mbak nur dari lombok,layan bagus makan enak kamar bersih nyaman terimakasih lombok,2
,breakfastnya banyak pilihan dan enak semua dibantu oleh training lena,breakfast banyak pilih enak semua bantu oleh training,2
,tempatnya nyaman bagus bersih makanannya enak pelayanannya ramah,tempat nyaman bagus bersih makan enak layan ramah,2
,terimakasih fasilitas memadai pelayanan ramah sudah aksebilitas untuk difabel,terimakasih fasilitas pada layan ramah aksebilitas difabel,2
,u breakfast menunya beragam juga banyak makanan traditional dan enak pelayanannya juga sangat ramah,sarap menu agam banyak makan traditional enak layan sangat ramah,2
,untuk menu makanannya sangat lengkap dan enak ada berbagai makanan dari menu lokal sampai western juga dan ada banyak pilihan kudapan juga,menu makan sangat lengkap enak bagai makan menu lokal sampai western banyak pilih kudap,2
,pelayanan superduper ramah view saat breakfast saya suka sekali dan pasti nya enak love it,layan superduper ramah view saat sarap suka sekali pasti enak love it,2
,makanannya enak enak pelayanan dangat ramah hotelnya bersih wangi dan nyaman,makan enak enak layan dangat ramah hotel bersih wangi nyaman,2
,pelayanan di restoran sangat memuaskan makanan dan minuman cukup lengkap dengan rasa yang enak,layan restoran sangat muas makan minum cukup lengkap rasa enak,2
,kamar bersih pelayanan baik makanan lengkap bukan pertama kali menginap disini selalu puas,kamar bersih layan baik makan lengkap bukan pertama kali inap sini selalu puas,2
,sarapan nikmat dan lezat excellent service dibantu mbak lena,sarap nikmat lezat excellent service bantu,2
,makanan nya enak dan pelayanan nya bagus,makan enak layan bagus,2
,breakfast semur daging enak dibantu mbak lena,sarap semur daging enak bantu,2
,pelayanan baik kamar bersih nyaman sangat helpful dan ramah makanannya juga enak terima kasih,layan baik kamar bersih nyaman sangat helpful ramah makan enak terima kasih,2
,sarapan paginya sangat enak dan layanan fifin sangat bagus,sarap pagi sangat enak layan sangat bagus,2
,sarapannya mantap enak pelayanan yang baikk terimakasih kak lena,sarap mantap enak layan baikk terimakasih,2
,kamar nyaman makanan banyak pilihan dan enak,kamar nyaman makan banyak pilih enak,2
,saya menginap minggu disini pelayanannya baik sekali breakfast enak semua kamar nya nyaman,inap minggu sini layan baik sekali sarap enak semua kamar nyaman,2
,fasilitas bintang banget sih kolam renangnya tracknya lumayan panjang dan dalem gymnya juga bersih lengkap dan bebannya up kg lobbynya juga luas dan banyak kursi rekomend banget pokoknya buat healing parkir juga luas,fasilitas bintang banget kolam renang tracknya lumayan panjang dalem gymnya bersih lengkap beban up lobbynya luas banyak kursi rekomend banget pokok healing parkir luas,2
,pelayanan restoran nya bagus dan menjaga kesehatan keterampilan pelayannya mengesankan dan makanan yang enak enak,layan restoran bagus jaga sehat terampil layan kesan makan enak enak,2
,karyawannya ramah ramah kamarnya nyaman banget dan yang paling oke sarapannya enak enak the best,karyawannya ramah ramah kamar nyaman banget paling baik sarap enak enak,2
,makanannya enak kamarnya nyaman ada gulingnya dan dekat kota seneng banget sama pelayanannya,makan enak kamar nyaman guling dekat kota neng banget sama layan,2
,hotel nya strategis makanannya enak fasilitas nya lengkap dan karyawan hotel sangat responsif,hotel strategis makan enak fasilitas lengkap karyawan hotel sangat responsif,2
,pelayan cukup baik dan breakfast cukup beragam dan cukup enak,layan cukup baik sarap cukup agam cukup enak,2
,kamarnya nyaman pelayanan bagus makanannya enak,kamar nyaman layan bagus makan enak,2
,memuaskan bersih ramah makanan lezat terima kasih mbak thania ramah sekali,muas bersih ramah makan lezat terima kasih ramah sekali,2
,pelayanan ramah tempatnya nyaman dan menu sarapannya enak enak dibantu oleh lena,layan ramah tempat nyaman menu sarap enak enak bantu oleh,2
,pelayanan nya baik dan hidangan nya sangat lengkap,layan baik hidang sangat lengkap,2
,kamar nya sangat bagus makanannya juga mantap rekomendasi banget dah disini,kamar sangat bagus makan mantap rekomendasi banget dah sini,2
,makanannya ok pelayanannya juga ok dan satset terima kasih,makan baik layan baik satset terima kasih,2
,makanan enak pelayanan top pertahankan yaa,makan enak layan top tahan yaa,2
,tempatnya nyaman bersih banged makanannya sangat variatif tiap harinya dan enak lo,tempat nyaman bersih banged makan sangat variatif tiap hari enak,2
,untuk makanannya bagus cocok untuk makan siang saya dari dprd sidoarjo dilayani dengan mbak manis di restaurant sangat ramah dan baik kamarnya juga bagus nyaman poolnya juga sejuk kalau sore,makan bagus cocok makan siang dprd sidoarjo layan manis restaurant sangat ramah baik kamar bagus nyaman poolnya sejuk kalau sore,2
,breakfast menu bervariasi dan enak dmikian juga utk minuman dan snack nya,sarap menu variasi enak dmikian minum snack,2
,makanannya enak semua kamar bersih pelayan ramah dan menyenangkan terima kasih grand mercure yogyakarta,makan enak semua kamar bersih layan ramah senang terima kasih grand mercure yogyakarta,2
,nyaman makanan enak pelayanan ramah,nyaman makan enak layan ramah,2
,sarapannya lengkap enak pelayanan sangat baik staff ramah ramah,sarap lengkap enak layan sangat baik staff ramah ramah,2
,semua makanannya enak beragam banyak pilihan pelayanan ramah fasilitas oke bangetttt,semua makan enak agam banyak pilih layan ramah fasilitas baik banget,2
,hotelnya bersih kamar nya mantap sarapan komplit,hotel bersih kamar mantap sarap komplit,2
,kamarnya nyaman restonya enak ruang meetingnya juga nyaman rekomended untuk kegiatan dinas dan nginep bersama keluarga,kamar nyaman restonya enak ruang meetingnya nyaman rekomended giat dinas nginep sama keluarga,2
,nyaman tempat bersih makanannya enak semua rekomend bangetttt,nyaman tempat bersih makan enak semua rekomend banget,2
,tempatnya nyaman dan bersih,tempat nyaman bersih,2
,pelayanan bagus makanan enak,layan bagus makan enak,2
,saya sangat suka dengan sarapan paginya view nya dan makanannya enak enak serta layanan fifin sangat baik dan ramah,sangat suka sarap pagi view makan enak enak layan sangat baik ramah,2
,pelayanan disini ramah sekali untuk menghabiskan libur keluarga sangat direkomendasikan,layan sini ramah sekali habis libur keluarga sangat rekomendasi,2
,devita pelayanan bagus ramah profesional,layan bagus ramah profesional,2
,breakfast paginya enak dan restonya bersih,sarap pagi enak restonya bersih,2
,pelayanan sangat memuaskan karyawan ramah dan murah senyum,layan sangat muas karyawan ramah murah senyum,2
,hotel yang sangat nyaman dan pelayanan yang luar biasa so friendly,hotel sangat nyaman layan luar biasa so friendly,2
,pelayanannya ramah minumannya enak manisnya pas rekomended sekalii bar kak tania juga rama sekali best,layan ramah minum enak manis pas rekomended sekali bar rama sekali,2
,sangat cukup puas dalam pelayanan dari segi kamar layanan dan sarapan yang disediakan juga enak semua dilayanin oleh mbak thania sangat cukup puas dan pelayanannya cukup baik,sangat cukup puas layan segi kamar layan sarap sedia enak semua dilayanin oleh sangat cukup puas layan cukup baik,2
,hotelnya bagus kamarnya nyaman makanannya juga enak powwlll pelayanannya super ramah,hotel bagus kamar nyaman makan enak layan super ramah,2
,pelayanannya bagus dan pelayannya ramah terutama atas nama aztuti,layan bagus layan ramah utama atas nama,2
,staffnya ramah ramah sekali sarapannya enakkkkkkk bgt kamar bersih dan lengkap,staffnya ramah ramah sekali sarap enak banget kamar bersih lengkap,2
,hotel yang cocok buat staycation kamarnya luas bersih breakfastnya juga enakk pelayanannya top,hotel cocok staycation kamar luas bersih breakfast enak layan top,2
,gudeg jogya mantap sangat lezaatttt,gudeg jogya mantap sangat lezaat,2
,makanan variasi nya banyak rasanya enak pelayanan ramah dan sangat membantu pokoknya the best hotel di yogyakarta,makan variasi banyak rasa enak layan ramah sangat bantu pokok hotel yogyakarta,2
,hotelnya sangat nyaman rapi dan bersih seluruh pegawai nya juga ramah saat datang disambut dengan sangat baik,hotel sangat nyaman rapi bersih seluruh pegawai ramah saat datang sambut sangat baik,2
,resto nya enak menu banyak pilihan,resto enak menu banyak pilih,2
,sarapan sangat lengkap dan enak di bantu mbak lena,sarap sangat lengkap enak bantu,2
,tempat nyaman pelayanan memuaskan,tempat nyaman layan muas,2
,nice palace for stay bersih dan nyaman recomended,nice palace for stay bersih nyaman recomended,2
,memuaskan terima kasih,muas terima kasih,2
,kamarnya luas nyaman dan pelayanannya ramah,kamar luas nyaman layan ramah,2
,kamar luas cukup nyaman dan bersih lokasi pusat kota breakfast banyak pilihan,kamar luas cukup nyaman bersih lokasi pusat kota sarap banyak pilih,2
,makanan nya enak bermacam macam kamarnya nyaman terima kasih,makan enak macam macam kamar nyaman terima kasih,2
,makanannya enak bgt servicenha juga okee,makan enak banget servis okee,2
,kamar bagus dan bersih pelayanan mba silvia baik,kamar bagus bersih layan baik,2
,hotelnya bagus pelayanan ramah makannya enak lokasinya strategis dekat kemana,hotel bagus layan ramah makan enak lokasi strategis dekat mana,2
,hotel bagus prlayabab ramah dan profesional sangat membantu s ekali dan penjrlasanya sangat bagus keluarga laki sangat merasa nyaman,hotel bagus prlayabab ramah profesional sangat bantu ekali penjrlasanya sangat bagus keluarga laki sangat rasa nyaman,2
,sarapan pagi ini enak telur dadarnya enak ayamnya crispy enak berasa bumbunya kentang dan kacang merahnya enak dan kamarnya bersih bgt,sarap pagi enak telur dadar enak ayam crispy enak rasa bumbu kentang kacang merah enak kamar bersih banget,2
,terimakasih atas pelayanan yang memuaskan selama menginap hari disini diluar ekspektasi bisa request pas jam sahur padahal bukan bulan ramadhan juga menu take away juga diluar ekspektasi lengkap enak enak dan banyak terimakasih banyak semoga terus dipertahankan,terimakasih atas layan muas lama inap hari sini luar ekspektasi bisa request pas jam sahur padahal bukan bulan ramadhan menu take away luar ekspektasi lengkap enak enak banyak terimakasih banyak moga terus tahan,2
,anak happy sekali menginap d grandmercure pelayanan nya juga good banget terimkasih kaka nur jg sudah sangat ramah,senang sekali inap grandmercure layan good banget terimkasih kaka sangat ramah,2
,sarapan paginya enak banyak pilihan twmpatnya bersih karyawan ramah pokoknya puas dehhh,sarap pagi enak banyak pilih twmpatnya bersih karyawan ramah pokok puas,2
,pelayan memuaskan breakfast sangat beragam dan enak kamar bersih dan nyaman,layan muas sarap sangat agam enak kamar bersih nyaman,2
,pelayanannya cukup baik makanannya enak varian makananya banyak,layan cukup baik makan enak varian makananya banyak,2
,sarapannya enak dan pelayanaannnya baik terutama mba silvia ramah dan sopan,sarap enak pelayanaanya baik utama ramah sopan,2
,pelayanan baik makanan enak kamar bagus,layan baik makan enak kamar bagus,2
,pelayanan nya mantap ramah dam nyaman sekali hotel top se indonesia,layan mantap ramah dam nyaman sekali hotel top indonesia,2
,makanan enak bervariasi pelayanan nya ok banget kamarnya nyaman staff nya ramah apalagi mba devita sangat ramah dan cantik,makan enak variasi layan baik banget kamar nyaman staff ramah apalagi sangat ramah cantik,2
,hotel nyaman pelayanan baik makanan enak dan banyak pilihan lokasi dekat kemana,hotel nyaman layan baik makan enak banyak pilih lokasi dekat mana,2
,untuk kamar nya cukup nyaman pelayanan juga oke banget untuk sarapan juga banyak varian nya enak juga lokasi pun cukup strategis mudah buat cari kebutuhan,kamar cukup nyaman layan baik banget sarap banyak varian enak lokasi cukup strategis mudah cari butuh,2
,untuk sarapan paginya sangat enak dan memuaskan dan layanan atas nama fifin sangat memuaskan,sarap pagi sangat enak muas layan atas nama sangat muas,2
,sangat senang karena lokasi strategis lingkungan bersih makanan enak dan yg luar biasa pelayanan yg cepat sangat ramah dan sangat menghormati tamu,sangat senang lokasi strategis lingkung bersih makan enak luar biasa layan cepat sangat ramah sangat hormat tamu,2
,makanan hotel grand mercure sangat enak dan pelayanan nya sangat ramah,makan hotel grand mercure sangat enak layan sangat ramah,2
,layanannya memuaskan makanan enak kamar nyaman,layan muas makan enak kamar nyaman,2
,tempat nyaman menu makannya enak pelayanan ramah dgn mbak salma,tempat nyaman menu makan enak layan ramah salma,2
,lokasi yang sangat strategis mudah kemana kamarnya bersih dan nyaman makanannya enak mohon untuk dipertahankan,lokasi sangat strategis mudah mana kamar bersih nyaman makan enak mohon tahan,2
,makanan enak pelayanan enak all good,makan enak layan enak all good,2
,rasa sarapan nya lengkap dan variatif pelayanan di bantu mbak lena,rasa sarap lengkap variatif layan bantu,2
,menu makanan bervariasi dan rasanya enak,menu makan variasi rasa enak,2
,pelayanan restoran sangat baik dan ramah makanannya juga enak khususnya menu khas tradisional jajanan lainnya juga enak,layan restoran sangat baik ramah makan enak khusus menu khas tradisional jajan lain enak,2
,hotel yang menjadi pilihan jika ke jogja menu sarapan enak dan variasi nya banyak cozy place dan mantap,hotel jadi pilih jika jogja menu sarap enak variasi banyak cozy place mantap,2
,alamat hotel strategis tepat dengan kota dan mall kamar nyaman pelayanan cukup ramah makanannya juga enak enak,alamat hotel strategis tepat kota mall kamar nyaman layan cukup ramah makan enak enak,2
,bagus sekali pelayanannya sangat baik dan ramah dan hotelnya baguss dan nyaman,bagus sekali layan sangat baik ramah hotel bagus nyaman,2
,makanan enak pelayanan baik overall,makan enak layan baik semua,2
,kamarnya nyaman bersih wangi kamar mandi juga oke walau kipas exhaust nya gak ada cuman bolongan nya doang service makan juga memuaskan mushola nya juga besar bersih dan wangi,kamar nyaman bersih wangi kamar mandi baik walau kipas exhaust cuman bolong doang service makan muas mushola besar bersih wangi,2
,kamar nya bersih dan lumayan luas makananya enak pelayanan cepat recommended lah,kamar bersih lumayan luas makananya enak layan cepat rekomendasi lah,2
