Casefold,processed,label_encoded,model_Label,gpt_label
kamar bersih pelayanan baik makanan lengkap bukan pertama kali menginap disini selalu puas,kamar bersih layan baik makan lengkap bukan pertama kali inap sini selalu puas,2,positif,positif
sarapan nya enak dan sangat lengkap selama bertugas sarapan di hotel ini tidak bosan pelayanan dari trening lena a sangat senang berapa di sini,sarap enak sangat lengkap lama tugas sarap hotel bosan layan trening a sangat senang berapa sini,2,positif,positif
sarapan nikmat dan lezat excellent service dibantu mbak lena,sarap nikmat lezat excellent service bantu,2,positif,positif
makanan nya enak dan pelayanan nya bagus,makan enak layan bagus,2,positif,positif
breakfast semur daging enak dibantu mbak lena,sarap semur daging enak bantu,2,positif,positif
bagus dari pelayanan room staff sampai makanannya rekomend banget buat liburan,bagus layan room staff sampai makan rekomend banget libur,2,positif,positif
pelayanan baik kamar bersih nyaman sangat helpful dan ramah makanannya juga enak terima kasih,layan baik kamar bersih nyaman sangat helpful ramah makan enak terima kasih,2,positif,positif
sarapan paginya sangat enak dan layanan fifin sangat bagus,sarap pagi sangat enak layan sangat bagus,2,positif,positif
makanannya variatif dan enak kolam renang bersih kamar bersih cm kamar mandi kolam kurang bersih sama service room nya agak lama dtg nya over all bagus smua,makan variatif enak kolam renang bersih kamar bersih cm kamar mandi kolam kurang bersih sama service room agak lama datang over all bagus smua,0,negatif,positif
untuk sarapan enak variasi makanan lengkap dengan kondisi kamar yang nyaman,sarap enak variasi makan lengkap kondisi kamar nyaman,2,positif,positif
sarapannya mantap enak pelayanan yang baikk terimakasih kak lena,sarap mantap enak layan baikk terimakasih,2,positif,positif
kamar nyaman makanan banyak pilihan dan enak,kamar nyaman makan banyak pilih enak,2,positif,positif
saya menginap minggu disini pelayanannya baik sekali breakfast enak semua kamar nya nyaman,inap minggu sini layan baik sekali sarap enak semua kamar nyaman,2,positif,positif
pengalaman saya saat tiba di hotel tersebut disambut baik oleh front office dan pelayanannya sangat baik,alam saat tiba hotel sebut sambut baik oleh front office layan sangat baik,2,positif,positif
pelayanan ramah dan sopan kamar bersih dan nyaman dengan ammenities yg lengkap variasi menu sarapan beragam terima kasih,layan ramah sopan kamar bersih nyaman ammenities lengkap variasi menu sarap agam terima kasih,2,positif,positif
untuk makanannya enak enak tempat nya juga kalau malam tambah terasa romantis,makan enak enak tempat kalau malam tambah asa romantis,2,positif,positif
suasananya tenang makanannya enak dan apa di lidah,suasana tenang makan enak apa lidah,2,positif,positif
pelayanan restoran nya bagus dan menjaga kesehatan keterampilan pelayannya mengesankan dan makanan yang enak enak,layan restoran bagus jaga sehat terampil layan kesan makan enak enak,2,positif,positif
makanannya enak menunya lengkap mungkin ditambah lauk yang tidak pedas biar variatif terima kasih,makan enak menu lengkap mungkin tambah lauk pedas biar variatif terima kasih,2,positif,positif
karyawannya ramah ramah kamarnya nyaman banget dan yang paling oke sarapannya enak enak the best,karyawannya ramah ramah kamar nyaman banget paling baik sarap enak enak,2,positif,positif
makanannya enak kamarnya nyaman ada gulingnya dan dekat kota seneng banget sama pelayanannya,makan enak kamar nyaman guling dekat kota neng banget sama layan,2,positif,positif
pelayanannya sangat baik dan ramah ditambah menu sarapan yg lengkap membuat nikmat rasanya betah tinggal lama,layan sangat baik ramah tambah menu sarap lengkap buat nikmat rasa betah tinggal lama,2,positif,positif
hotel nya strategis makanannya enak fasilitas nya lengkap dan karyawan hotel sangat responsif,hotel strategis makan enak fasilitas lengkap karyawan hotel sangat responsif,2,positif,positif
pelayanan sudah baik pada resto grand mercure pelayanan sarapan pagi fried fish with sour sauce oleh kak thania terbaik,layan baik resto grand mercure layan sarap pagi fried fish with sour sauce oleh baik,2,positif,positif
pelayan cukup baik dan breakfast cukup beragam dan cukup enak,layan cukup baik sarap cukup agam cukup enak,2,positif,positif
kamarnya nyaman pelayanan bagus makanannya enak,kamar nyaman layan bagus makan enak,2,positif,positif
memuaskan bersih ramah makanan lezat terima kasih mbak thania ramah sekali,muas bersih ramah makan lezat terima kasih ramah sekali,2,positif,positif
pelayanan sangat ramah dan profesional pokoknya well inform lah petugas yg incharge sangat membantu sekali dan memuaskan,layan sangat ramah profesional pokok well inform lah tugas incharge sangat bantu sekali muas,2,positif,positif
sarapan ready lebih awal mulai jam s d wib sangat membantu saat ada agenda workshop di tempat lainnya pelayanan sangat baik terima kasih,sarap ready lebih awal mulai jam wib sangat bantu saat agenda workshop tempat lain layan sangat baik terima kasih,1,netral,positif
pelayanan ramah tempatnya nyaman dan menu sarapannya enak enak dibantu oleh lena,layan ramah tempat nyaman menu sarap enak enak bantu oleh,2,positif,positif
sarapannya seperti sebelumnya selalu enak enak ada gym yg alatnya lumayan lengkap tempat strategis,sarap seperti belum selalu enak enak gym alat lumayan lengkap tempat strategis,2,positif,positif
pelayanan nya baik dan hidangan nya sangat lengkap,layan baik hidang sangat lengkap,2,positif,positif
pelayananya bagus nilai a buat traning yang namanya lena veronica,pelayananya bagus nilai a traning nama veronica,2,positif,positif
tempatnya nyaman parkir luas pelayananya juga oke banget pokoknya mah the best lah,tempat nyaman parkir luas pelayananya baik banget pokok mah lah,2,positif,positif
kamar nya sangat bagus makanannya juga mantap rekomendasi banget dah disini,kamar sangat bagus makan mantap rekomendasi banget dah sini,2,positif,positif
makanan pagi ini untuk saladnya sangat enak krengsengan daging sama tahunya juga enak nasi goreng cabai hijaunya sip,makan pagi saladnya sangat enak krengsengan daging sama tahu enak nasi goreng cabai hijau baik,2,positif,positif
makanannya ok pelayanannya juga ok dan satset terima kasih,makan baik layan baik satset terima kasih,2,positif,positif
recommended ini hotel nggak diragukan lagi fasilitasnya top banget,rekomendasi hotel ragu lagi fasilitas top banget,2,positif,positif
tempat rekomen untuk keluarga makanan super enak staff ramah terimakasih mbak salma yg sudah banyak membantu selama di sini,tempat rekomendasi keluarga makan super enak staff ramah terimakasih salma banyak bantu lama sini,2,positif,positif
makanan enak pelayanan top pertahankan yaa,makan enak layan top tahan yaa,2,positif,positif
tempatnya nyaman bersih banged makanannya sangat variatif tiap harinya dan enak lo,tempat nyaman bersih banged makan sangat variatif tiap hari enak,2,positif,positif
untuk makanannya bagus cocok untuk makan siang saya dari dprd sidoarjo dilayani dengan mbak manis di restaurant sangat ramah dan baik kamarnya juga bagus nyaman poolnya juga sejuk kalau sore,makan bagus cocok makan siang dprd sidoarjo layan manis restaurant sangat ramah baik kamar bagus nyaman poolnya sejuk kalau sore,2,positif,positif
breakfast nya enak bervariasi trainee lena ok,sarap enak variasi baik,2,positif,positif
breakfast menu bervariasi dan enak dmikian juga utk minuman dan snack nya,sarap menu variasi enak dmikian minum snack,2,positif,positif
makanannya enak semua kamar bersih pelayan ramah dan menyenangkan terima kasih grand mercure yogyakarta,makan enak semua kamar bersih layan ramah senang terima kasih grand mercure yogyakarta,2,positif,positif
pelayanan sangat ramah dan baik di resto waitress an mba nur melayani dgn sangat baik dan full senyum kamar ok dan cek in cepat lokasi strategis,layan sangat ramah baik resto waitress layan sangat baik full senyum kamar baik check in cepat lokasi strategis,2,positif,positif
nyaman makanan enak pelayanan ramah,nyaman makan enak layan ramah,2,positif,positif
sarapannya lengkap enak pelayanan sangat baik staff ramah ramah,sarap lengkap enak layan sangat baik staff ramah ramah,2,positif,positif
pelayanan bagus letak hotel yg strategis tentunya sangat nyaman untuk menginap,layan bagus letak hotel strategis tentu sangat nyaman inap,2,positif,positif
semua makanannya enak beragam banyak pilihan pelayanan ramah fasilitas oke bangetttt,semua makan enak agam banyak pilih layan ramah fasilitas baik banget,2,positif,positif
saya menginap untuk yang ke sekian kalinya di grand mercure yogyakarta walaupun hotel sudah lama tetapi maintenance terjaga area di lt membuat segar breakfast juga enak dan beragam cara penyajian yang unik menambah poin hotel terima,inap sekian kali grand mercure yogyakarta walaupun hotel lama tetapi maintenance jaga area lantai buat segar sarap enak agam cara saji unik tambah poin hotel terima,1,netral,positif
menginap di hotel gm cukup menyenangkan kamarnya bersih lokasi strategis di pusat kota dan breakfast bervariasi,inap hotel gm cukup senang kamar bersih lokasi strategis pusat kota sarap variasi,2,positif,positif
untuk sarapan menu beragam dan bersih saya di bantu dan di arahkan dengan thania dan di layani dengan baik terimakasih,sarap menu agam bersih bantu arah layan baik terimakasih,2,positif,positif
hotelnya bersih kamar nya mantap sarapan komplit,hotel bersih kamar mantap sarap komplit,2,positif,positif
makanannya enak enak dijamin ga nyesel pergi ke restoran ini,makan enak enak jamin nyesel pergi restoran,2,positif,positif
hotelnya sangat nyaman pelayanan juga ramah sekali kamar sangat bersih dan terawat untuk makanan nya enak pokoknya best bngt ini hotell udah jadi langganan kalau ke jogja,hotel sangat nyaman layan ramah sekali kamar sangat bersih awat makan enak pokok bngt hotel udah langgan kalau jogja,2,positif,positif
hallo semuanya ini review perdana ku di hotel grand mercure yogyakarta dalam rangka memenuhi undangan,hallo semua review perdana hotel grand mercure yogyakarta rangka penuh undang,2,positif,netral
alhamdulillah hotel yang menyenangkan mushola tersedia baik di lobi dan di lokasi ruang pertemuan menunya enak petugasnya ramah dan menyenangkan terima kasih atas pelayanan yg di berikan,alhamdulillah hotel senang mushola sedia baik lobi lokasi ruang temu menu enak tugas ramah senang terima kasih atas layan ikan,2,positif,positif
terima kasih atas pelayanan yang memuaskan oleh mbak tania gertha semoga bisa menginap lagi di sini,terima kasih atas layan muas oleh gertha moga bisa inap lagi sini,2,positif,positif
kamarnya nyaman restonya enak ruang meetingnya juga nyaman rekomended untuk kegiatan dinas dan nginep bersama keluarga,kamar nyaman restonya enak ruang meetingnya nyaman rekomended giat dinas nginep sama keluarga,2,positif,positif
mantap gudeg disini enak sekali rasanya bikin ketagihan mau nambah terus pokoknya the best all makanannya di mercure di adi sucipto jogja ini rekomendasi untuk menginap disini,mantap gudeg sini enak sekali rasa bikin tagih nambah terus pokok all makan mercure adi sucipto jogja rekomendasi inap sini,1,netral,positif
hotel yang nyaman dengan pelayanan yang memuaskan lokasi yang strategis menjadikan hotel ini layak menjadi tempat meeting dan staycation,hotel nyaman layan muas lokasi strategis jadi hotel layak jadi tempat meeting staycation,2,positif,positif
sarapan enak bikin nagih,sarap enak bikin nagih,2,positif,positif
nyaman tempat bersih makanannya enak semua rekomend bangetttt,nyaman tempat bersih makan enak semua rekomend banget,2,positif,positif
oke lokasi strategis recomen nyaman bersih harga terjangkau worth it lh,baik lokasi strategis recomen nyaman bersih harga jangkau worth it lh,2,positif,positif
tempatnya nyaman dan bersih,tempat nyaman bersih,2,positif,positif
pelayanan bagus makanan enak,layan bagus makan enak,2,positif,positif
saya sangat suka dengan sarapan paginya view nya dan makanannya enak enak serta layanan fifin sangat baik dan ramah,sangat suka sarap pagi view makan enak enak layan sangat baik ramah,2,positif,positif
hotelnya lokasinya strategis deket kemana breakfast di lantai tuh view nya adem hehe apa karena pas hujan ya,hotel lokasi strategis deket mana sarap lantai tuh view adem apa pas hujan,2,positif,positif
pelayanan disini ramah sekali untuk menghabiskan libur keluarga sangat direkomendasikan,layan sini ramah sekali habis libur keluarga sangat rekomendasi,2,positif,positif
devita pelayanan bagus ramah profesional,layan bagus ramah profesional,2,positif,positif
breakfast paginya enak dan restonya bersih,sarap pagi enak restonya bersih,2,positif,positif
kamar sangat bagus utk sarapan enak banyak pilihan bisa dijadikan referensi buat liburan ke jogja,kamar sangat bagus sarap enak banyak pilih bisa jadi referensi libur jogja,2,positif,positif
pelayanan sangat memuaskan karyawan ramah dan murah senyum,layan sangat muas karyawan ramah murah senyum,2,positif,positif
hotel yang sangat nyaman dan pelayanan yang luar biasa so friendly,hotel sangat nyaman layan luar biasa so friendly,2,positif,positif
pelayanannya ramah minumannya enak manisnya pas rekomended sekalii bar kak tania juga rama sekali best,layan ramah minum enak manis pas rekomended sekali bar rama sekali,2,positif,positif
rooms belum tersedia padahal sudah booking bulan sebelumnya alasannya sedang dibersihkan untuk membersihkan ruangan harus nunggu jam,rooms belum sedia padahal booking bulan belum alas sedang bersih bersih ruang harus nunggu jam,0,negatif,negatif
sangat cukup puas dalam pelayanan dari segi kamar layanan dan sarapan yang disediakan juga enak semua dilayanin oleh mbak thania sangat cukup puas dan pelayanannya cukup baik,sangat cukup puas layan segi kamar layan sarap sedia enak semua dilayanin oleh sangat cukup puas layan cukup baik,2,positif,positif
hotelnya bagus kamarnya nyaman makanannya juga enak powwlll pelayanannya super ramah,hotel bagus kamar nyaman makan enak layan super ramah,2,positif,positif
saya menginap malam di grand mercure yogyakarta so far pelayanan hotel memuaskan kamar bersih amenities lengkap untuk resto makanannya enak sarapan lengkap dari makanan traditional western tersedia,inap malam grand mercure yogyakarta so far layan hotel muas kamar bersih amenities lengkap resto makan enak sarap lengkap makan traditional western sedia,2,positif,positif
pelayanannya bagus dan pelayannya ramah terutama atas nama aztuti,layan bagus layan ramah utama atas nama,2,positif,positif
hospitality paling bintang makanan banyak sekali variasinya dan rasanya konsisten enak topp paling berkesan pelayanannya besttt sangat perhatian,hospitality paling bintang makan banyak sekali variasi rasa konsisten enak bagus paling kesan layan sangat perhati,2,positif,positif
staffnya ramah ramah sekali sarapannya enakkkkkkk bgt kamar bersih dan lengkap,staffnya ramah ramah sekali sarap enak banget kamar bersih lengkap,2,positif,positif
hotel yang cocok buat staycation kamarnya luas bersih breakfastnya juga enakk pelayanannya top,hotel cocok staycation kamar luas bersih breakfast enak layan top,2,positif,positif
gudeg jogya mantap sangat lezaatttt,gudeg jogya mantap sangat lezaat,2,positif,positif
tempat nyaman terjaga kebersihannya pelayanan bagus dan ramah area parkir luas fasilitas memadai,tempat nyaman jaga bersih layan bagus ramah area parkir luas fasilitas pada,2,positif,positif
untuk makanan sangat lengkap kamar tidur yang nyaman dan staf sangat ramah dari awal saya datang di sambut dengan kak thania dan di carikan tempat duduk pelayanan sangat baik,makan sangat lengkap kamar tidur nyaman staf sangat ramah awal datang sambut cari tempat duduk layan sangat baik,2,positif,positif
makanan variasi nya banyak rasanya enak pelayanan ramah dan sangat membantu pokoknya the best hotel di yogyakarta,makan variasi banyak rasa enak layan ramah sangat bantu pokok hotel yogyakarta,2,positif,positif
menu sarapan nya banyak banget dan enak enak sekali staffnya ramah ramah terutama mba fifin kamarnya okee kolamnya bagus pokoknya the best,menu sarap banyak banget enak enak sekali staffnya ramah ramah utama kamar okee kolam bagus pokok,2,positif,positif
pelayanan sangat baik di resto maupun front office tempat sangat strategis jika ingin dekat bandara adisucipto makanan di resto sangat bervariasi dari western hingga tradisional,layan sangat baik resto maupun front office tempat sangat strategis jika ingin dekat bandara adisucipto makan resto sangat variasi western hingga tradisional,2,positif,positif
kamarnya keren nyaman bersih layanannya luar biasa dr front office restaurant sampai layanan kamar sangat memuaskan,kamar keren nyaman bersih layan luar biasa front office restaurant sampai layan kamar sangat muas,2,positif,positif
hotelnya sangat nyaman rapi dan bersih seluruh pegawai nya juga ramah saat datang disambut dengan sangat baik,hotel sangat nyaman rapi bersih seluruh pegawai ramah saat datang sambut sangat baik,2,positif,positif
pengalaman kedua menginap di hotel ini masih memuaskan dengan pelayanan yang sangat ramah dan profesional membuat kami langsung merasa nyaman,alam dua inap hotel masih muas layan sangat ramah profesional buat langsung rasa nyaman,2,positif,positif
mantapp makanan enak lokasi strategis pelayanan oke,mantapp makan enak lokasi strategis layan baik,2,positif,positif
kamar bersih sebagaimana standart hotel bintang hanya penerangan agak kurang terang jadi agak was was saja melewati koridor setelah lobi dan yang menuju ke toilet nya serta musholla ruang mushola bersih dan nyaman,kamar bersih bagaimana standart hotel bintang hanya terang agak kurang terang agak was was lewat koridor telah lobi tuju toilet musholla ruang mushola bersih nyaman,0,negatif,positif
resto nya enak menu banyak pilihan,resto enak menu banyak pilih,2,positif,positif
saya menginap krn ada acara dari kantor pusat berikut review jujur saya receptionis selalu senyum salam dan sapa s ke para tamu waitress di resto juga menerapkan s ke para tamu dan cekatan dalam,inap acara kantor pusat ikut review jujur receptionis selalu senyum salam sapa tamu waitress resto terap tamu cekat,0,negatif,positif
hotel ternyaman di jogja selalu ingin kembali kesini lokasinya sgt strategis dkt dengan mana kamarnya nyaman banget,hotel nyaman jogja selalu ingin kembali kesini lokasi sgt strategis dekat mana kamar nyaman banget,2,positif,positif
breakfastnya enak menunya beragam so far great breakfast,breakfast enak menu agam so far great sarap,2,positif,positif
sarapan sangat lengkap dan enak di bantu mbak lena,sarap sangat lengkap enak bantu,2,positif,positif
hotel bagus pelayanan sangat bagus sarap juga enak makanan nya enak saya di layani degan mbak nur,hotel bagus layan sangat bagus sarap enak makan enak layan degan,2,positif,positif
tempat nyaman pelayanan memuaskan,tempat nyaman layan muas,2,positif,positif
sudah tiga kali berkunjung ke sini dan tetap merasakan kenyamanan dalam beraktivitas fasilitas nya lengkap untuk melakukan meeting pelayanannya ramah rekomended untuk aktivitas meeting besar,tiga kali kunjung sini tetap rasa nyaman aktivitas fasilitas lengkap laku meeting layan ramah rekomended aktivitas meeting besar,2,positif,positif
untuk kebersihan restonya bintang sewaktu sarapan di sambut dengan staf yang ramah,bersih restonya bintang waktu sarap sambut staf ramah,2,positif,positif
sarapan pagi sangat enak dan servis atas nama fifin sangat bagus,sarap pagi sangat enak servis atas nama sangat bagus,2,positif,positif
nice palace for stay bersih dan nyaman recomended,nice palace for stay bersih nyaman recomended,2,positif,positif
memuaskan terima kasih,muas terima kasih,2,positif,positif
kamarnya luas nyaman dan pelayanannya ramah,kamar luas nyaman layan ramah,2,positif,positif
bagus bersih makanan enak coba sediakan hand body kecil jg dikamar trmksh,bagus bersih makan enak coba sedia hand body kamar trmksh,2,positif,positif
service ok makanan enak kamar nyaman,service baik makan enak kamar nyaman,2,positif,positif
kamar luas cukup nyaman dan bersih lokasi pusat kota breakfast banyak pilihan,kamar luas cukup nyaman bersih lokasi pusat kota sarap banyak pilih,2,positif,positif
makanan nya enak bermacam macam kamarnya nyaman terima kasih,makan enak macam macam kamar nyaman terima kasih,2,positif,positif
makanannya enak bgt servicenha juga okee,makan enak banget servis okee,2,positif,positif
makanan lezat pilihan banyak dan pelayanan memuaskan semuanya melebihi ekspektasi saya,makan lezat pilih banyak layan muas semua lebih ekspektasi,2,positif,positif
pelayanan sangat ramah kamar bersih makanannya enak dan bervariasi semoga bisa kembali lagi ke sini,layan sangat ramah kamar bersih makan enak variasi moga bisa kembali lagi sini,2,positif,positif
kamar bagus dan bersih pelayanan mba silvia baik,kamar bagus bersih layan baik,2,positif,positif
hotelnya bagus pelayanan ramah makannya enak lokasinya strategis dekat kemana,hotel bagus layan ramah makan enak lokasi strategis dekat mana,2,positif,positif
parpel resto hotel grand mercure jogja menunya sungguh menarik dan enak kalio daging dan tahunya maknyus pilihan menunya beragam,resto hotel grand mercure jogja menu sungguh tarik enak kalio daging tahu enak pilih menu agam,2,positif,positif
hotel bagus prlayabab ramah dan profesional sangat membantu s ekali dan penjrlasanya sangat bagus keluarga laki sangat merasa nyaman,hotel bagus prlayabab ramah profesional sangat bantu ekali penjrlasanya sangat bagus keluarga laki sangat rasa nyaman,2,positif,positif
sangat luar biasa dapan menikmati sarapan pagi dengan hidangan yang sangat liar biasa di bantu mbak lena,sangat luar biasa dap nikmat sarap pagi hidang sangat liar biasa bantu,2,positif,positif
kamar nyaman bersih pelayanan di restoran ramah dan masakannya enak lokasi jg strategis dekat ke mana mall dan perkantoran,kamar nyaman bersih layan restoran ramah masakan enak lokasi strategis dekat mana mall kantor,2,positif,positif
untuk semuanya ok sih kamar toilet pelayanan view dekat poolnya juga ok,semua baik kamar toilet layan view dekat poolnya baik,2,positif,positif
menu sarapannya variatif jajan pasar nya enak kamar nyaman bersih,menu sarap variatif jajan pasar enak kamar nyaman bersih,2,positif,positif
anak happy sekali menginap d grandmercure pelayanan nya juga good banget terimkasih kaka nur jg sudah sangat ramah,senang sekali inap grandmercure layan good banget terimkasih kaka sangat ramah,2,positif,positif
untuk makanan lumayan enak untuk kamar bersih pelayanan oke,makan lumayan enak kamar bersih layan baik,2,positif,positif
sarapan paginya enak banyak pilihan twmpatnya bersih karyawan ramah pokoknya puas dehhh,sarap pagi enak banyak pilih twmpatnya bersih karyawan ramah pokok puas,2,positif,positif
pelayan memuaskan breakfast sangat beragam dan enak kamar bersih dan nyaman,layan muas sarap sangat agam enak kamar bersih nyaman,2,positif,positif
pelayanannya cukup baik makanannya enak varian makananya banyak,layan cukup baik makan enak varian makananya banyak,2,positif,positif
sarapannya enak dan pelayanaannnya baik terutama mba silvia ramah dan sopan,sarap enak pelayanaanya baik utama ramah sopan,2,positif,positif
hotelnya nyaman fasilitas lengkap lokasinya oke banget dan strategis deket darimana untuk kamar luas bersih staff juga super ramah dan helpful pokonya pelayanannya mantap cocok dan worth it banget buat yg mau liburan atau business trip,hotel nyaman fasilitas lengkap lokasi baik banget strategis deket darimana kamar luas bersih staff super ramah helpful poko layan mantap cocok worth it banget libur business trip,2,positif,positif
untuk kamarnya bersih nyaman dan dingin lokasi sangat strategis dijalan utama untuk sarapan menunya sangat beragam dan cocok dilidah,kamar bersih nyaman dingin lokasi sangat strategis jalan utama sarap menu sangat agam cocok lidah,2,positif,positif
salah satu hotel yang bisa menjadi pilihan di jogya dekat dengan ugm,salah satu hotel bisa jadi pilih jogya dekat ugm,2,positif,netral
tempatnya nyaman banget pelayanan ramah kamar bersih makanan enak lokasinya strategis deket ke spot wisata cocok buat nginep santai,tempat nyaman banget layan ramah kamar bersih makan enak lokasi strategis deket spot wisata cocok nginep santai,2,positif,positif
pelayanan baik makanan enak kamar bagus,layan baik makan enak kamar bagus,2,positif,positif
tempat dan pelayanan disini sangat bagus hotelnya nyaman dan sarapannya enak apalagi dibantuin sama anak training yg namanya lena cukup membantu sya,tempat layan sini sangat bagus hotel nyaman sarap enak apalagi dibantuin sama training nama cukup bantu sya,2,positif,positif
mba chelsi baikk pwooll mau sabar ngefotinn wkwk overall makanan enak sii temat juga good,baikk pwooll sabar ngefotinn wkwk semua makan enak sii temat good,2,positif,positif
pelayanan nya mantap ramah dam nyaman sekali hotel top se indonesia,layan mantap ramah dam nyaman sekali hotel top indonesia,2,positif,positif
makanan enak bervariasi pelayanan nya ok banget kamarnya nyaman staff nya ramah apalagi mba devita sangat ramah dan cantik,makan enak variasi layan baik banget kamar nyaman staff ramah apalagi sangat ramah cantik,2,positif,positif
kamar cukup nyaman breakfast oke terutama menu tradisional seperti gudek dan petugas di resto ramah dan helpful semua thank you,kamar cukup nyaman sarap baik utama menu tradisional seperti gudek tugas resto ramah helpful semua terimakasih you,2,positif,positif
hotel nyaman pelayanan baik makanan enak dan banyak pilihan lokasi dekat kemana,hotel nyaman layan baik makan enak banyak pilih lokasi dekat mana,2,positif,positif
untuk kamar nya cukup nyaman pelayanan juga oke banget untuk sarapan juga banyak varian nya enak juga lokasi pun cukup strategis mudah buat cari kebutuhan,kamar cukup nyaman layan baik banget sarap banyak varian enak lokasi cukup strategis mudah cari butuh,2,positif,positif
untuk sarapan paginya sangat enak dan memuaskan dan layanan atas nama fifin sangat memuaskan,sarap pagi sangat enak muas layan atas nama sangat muas,2,positif,positif
sangat senang karena lokasi strategis lingkungan bersih makanan enak dan yg luar biasa pelayanan yg cepat sangat ramah dan sangat menghormati tamu,sangat senang lokasi strategis lingkung bersih makan enak luar biasa layan cepat sangat ramah sangat hormat tamu,2,positif,positif
makanan di resto purple enak dan pelayanan sangat memuaskan masukan nambah menu yang bermacam tapi semuanya makanan enak thanks for service,makan resto purple enak layan sangat muas masuk nambah menu macam semua makan enak thanks for service,2,positif,positif
makanan hotel grand mercure sangat enak dan pelayanan nya sangat ramah,makan hotel grand mercure sangat enak layan sangat ramah,2,positif,positif
layanannya memuaskan makanan enak kamar nyaman,layan muas makan enak kamar nyaman,2,positif,positif
tempat nyaman menu makannya enak pelayanan ramah dgn mbak salma,tempat nyaman menu makan enak layan ramah salma,2,positif,positif
lokasi yang sangat strategis mudah kemana kamarnya bersih dan nyaman makanannya enak mohon untuk dipertahankan,lokasi sangat strategis mudah mana kamar bersih nyaman makan enak mohon tahan,2,positif,positif
pelayanan kamar nyaman staff melayani dengan baik dan senyum ramah terutama staff lena lokasi juga terjangkau will be back again soon,layan kamar nyaman staff layan baik senyum ramah utama staff lokasi jangkau will be back again soon,2,positif,positif
kwalitas makan bagus danmoelayanan enak bagus suasana bagus terima kasih ke pada mbak manis untuk pelayananya tks,kwalitas makan bagus danmoelayanan enak bagus suasana bagus terima kasih manis pelayananya terimakasih,2,positif,positif
makanan enak pelayanan enak all good,makan enak layan enak all good,2,positif,positif
bukber disini enak untuk harga yang murah ada kambing gulingnya menu lengkap,buka sama sini enak harga murah kambing guling menu lengkap,2,positif,positif
rasa sarapan nya lengkap dan variatif pelayanan di bantu mbak lena,rasa sarap lengkap variatif layan bantu,2,positif,positif
menu makanan bervariasi dan rasanya enak,menu makan variasi rasa enak,2,positif,positif
pelayanan restoran sangat baik dan ramah makanannya juga enak khususnya menu khas tradisional jajanan lainnya juga enak,layan restoran sangat baik ramah makan enak khusus menu khas tradisional jajan lain enak,2,positif,positif
hotel ditengah kota kamar nyaman layanan bagus sarapan oke banget terimakasih mbak tania,hotel tengah kota kamar nyaman layan bagus sarap baik banget terimakasih,2,positif,positif
hotel yang menjadi pilihan jika ke jogja menu sarapan enak dan variasi nya banyak cozy place dan mantap,hotel jadi pilih jika jogja menu sarap enak variasi banyak cozy place mantap,2,positif,positif
sarapannya enak bervariasi kamar luas n bersih,sarap enak variasi kamar luas bersih,2,positif,positif
alamat hotel strategis tepat dengan kota dan mall kamar nyaman pelayanan cukup ramah makanannya juga enak enak,alamat hotel strategis tepat kota mall kamar nyaman layan cukup ramah makan enak enak,2,positif,positif
bagus sekali pelayanannya sangat baik dan ramah dan hotelnya baguss dan nyaman,bagus sekali layan sangat baik ramah hotel bagus nyaman,2,positif,positif
puas dengan layanan hotel dan tempatua yang cukup strategis untuk makanan dan minuman cocok untuk lidah lokal,puas layan hotel tempatua cukup strategis makan minum cocok lidah lokal,2,positif,positif
makanan enak pelayanan baik overall,makan enak layan baik semua,2,positif,positif
kamar nya bersih dan lumayan luas makananya enak pelayanan cepat recommended lah,kamar bersih lumayan luas makananya enak layan cepat rekomendasi lah,2,positif,positif
saya punya harapan besar dengan hotel ini kamar yg saya pilih pun di atas rata rata view gunung saya pesan via ag a waktu sampai di hotel kaget karena ada rombongan karyawan kantor yg akan rapat,punya harap besar hotel kamar pilih atas rata rata view gunung pesan via ag a waktu sampai hotel kaget rombong karyawan kantor rapat,0,negatif,positif
pelayanan sangat ramah interior sangat bagus dan musholla nya luas,layan sangat ramah interior sangat bagus musholla luas,2,positif,positif
sarapan pagi dengan menu yang lengkap cita rasa terbaik dibantu dengan layanan training mb lena,sarap pagi menu lengkap cita rasa baik bantu layan training,2,positif,positif
sarapan dan break fast bagus serta memuaskan dan pelayanan ramah dari mba lena,sarap break fast bagus muas layan ramah,2,positif,positif
menu lunch makanan baik luar biasa pelayanan sangat baik,menu lunch makan baik luar biasa layan sangat baik,2,positif,positif
breakfastnya beragam sekali rasanya juga enak terus kamar kami ada balkonnya lebih baik kalau disiapkan kursi untuk duduk duduk,breakfast agam sekali rasa enak terus kamar balkon lebih baik kalau siap kursi duduk duduk,0,negatif,positif
hotel yang menyenangkan dengan breakfast nya yang enak anak suka,hotel senang sarap enak suka,2,positif,positif
pelayanan yg baik dan profesional banyak pilihan makanan,layan baik profesional banyak pilih makan,2,positif,positif
breakfast enak kamar bagus,sarap enak kamar bagus,2,positif,positif
sangat baik pelayanannya work it sihh kalau untuk bukber bersama keluarga,sangat baik layan work it sihh kalau buka sama sama keluarga,2,positif,positif
kamarnya nyaman dan bersih cocok banged buat kalian yang jalan jalan ke jogja makanannya juga enakk,kamar nyaman bersih cocok banged kalian jalan jalan jogja makan enak,2,positif,positif
penyajian sangat bersih dan nyaman,saji sangat bersih nyaman,2,positif,positif
